date,suburb,address,action,price,profile,bed,url,bath,car,size,photo
3/08/2019,Alexandria,174 Henderson Rd,Sold,1321000,House,3,https://www.domain.com.au/174-henderson-road-alexandria-nsw-2015-2015417932,2,1,126,5
3/08/2019,Annandale,174 Johnston St,Sold,2380000,House,3,https://www.domain.com.au/174-johnston-street-annandale-nsw-2038-2015431717,2,2,326,8
3/08/2019,Annangrove,227B Annangrove Rd,Sold prior to auction,2362000,House,4,https://www.domain.com.au/227b-annangrove-road-annangrove-nsw-2156-2015415475,2,8,,12
3/08/2019,Austral,30 Eighth Av,Sold,0,House,4,https://www.domain.com.au/30-eighth-avenue-austral-nsw-2179-2015411274,2,6,,8
3/08/2019,Balgowlah,146 Condamine St,Sold prior to auction,0,Semi,3,https://www.domain.com.au/146-condamine-street-balgowlah-nsw-2093-2015417956,1,2,,7
3/08/2019,Balgowlah,16 Maretimo St,Sold,2566000,House,7,https://www.domain.com.au/16-maretimo-street-balgowlah-nsw-2093-2015418098,4,2,,12
3/08/2019,Baulkham Hills,11 Kelly Cl,Sold,1405000,House,4,https://www.domain.com.au/11-kelly-close-baulkham-hills-nsw-2153-2015425018,2,2,8169,15
3/08/2019,Belfield,24 Patricia St,Sold,1122500,House,3,https://www.domain.com.au/24-patricia-street-belfield-nsw-2191-2015422641,1,1,509,12
3/08/2019,Belfield,23 Robinson St,Sold,1200000,House,2,https://www.domain.com.au/23-robinson-street-belfield-nsw-2191-2015422647,1,1,505,7
3/08/2019,Belmore,44 Kennedy Av,Sold,0,House,4,https://www.domain.com.au/44-kennedy-avenue-belmore-nsw-2192-2015440359,2,4,641,7
3/08/2019,Bexley,41 Cameron St,Sold,1030000,House,3,https://www.domain.com.au/41-cameron-street-bexley-nsw-2207-2015420893,1,2,445,4
3/08/2019,Bexley,7/22 Monomeeth St,Sold,570000,Unit,2,https://www.domain.com.au/7-22-monomeeth-street-bexley-nsw-2207-2015436060,1,2,113,4
3/08/2019,Bexley,6/32-38 Queen Victoria St,Sold,405000,Unit,1,https://www.domain.com.au/6-32-38-queen-victoria-street-bexley-nsw-2207-2015425877,1,1,,4
3/08/2019,Bexley,11/40-42 Queen Victoria St,Sold,608000,Unit,2,https://www.domain.com.au/11-40-42-queen-victoria-street-bexley-nsw-2207-2015424663,1,1,115,5
3/08/2019,Bexley North,15 St Kilda St,Sold,1160000,House,2,https://www.domain.com.au/15-st-kilda-street-bexley-north-nsw-2207-2015414600,1,1,556,4
3/08/2019,Blacktown,8/19 Fifth Av,Sold,400000,Villa,2,https://www.domain.com.au/8-19-fifth-avenue-blacktown-nsw-2148-2015415015,1,1,,9
3/08/2019,Blacktown,56 Monash Rd,Sold,760000,House,5,https://www.domain.com.au/56-monash-rd-blacktown-nsw-2148-2015412351,3,3,,8
3/08/2019,Blakehurst,15 Oberon St,Sold,1375000,House,4,https://www.domain.com.au/15-oberon-street-blakehurst-nsw-2221-2014919115,2,2,499,7
3/08/2019,Cabramatta,6/45-49 Hughes St,Sold,429000,Unit,2,https://domain.com.au/property-profile/6-45-49-hughes-street-cabramatta-nsw-2166,1,1,,
3/08/2019,Cammeray,4/24 Moodie St,Sold prior to auction,0,Unit,2,https://www.domain.com.au/4-24-moodie-street-cammeray-nsw-2062-2015435440,1,1,,8
3/08/2019,Campsie,4/19-21 Browning St,Sold prior to auction,465000,Unit,2,https://www.domain.com.au/4-19-21-browning-street-campsie-nsw-2194-2015426107,1,1,,4
3/08/2019,Campsie,13/54 Sixth Av,Sold,693000,Unit,2,https://www.domain.com.au/13-54-sixth-avenue-campsie-nsw-2194-2015436005,2,2,,5
3/08/2019,Canley Heights,112 Torrens St,Sold,960000,House,3,https://www.domain.com.au/112-torrens-street-canley-heights-nsw-2166-2015420360,1,,4426,9
3/08/2019,Canley Vale,91 Lansdowne Rd,Sold,910000,House,3,https://www.domain.com.au/91-lansdowne-road-canley-vale-nsw-2166-2015430885,1,2,1012,6
3/08/2019,Caringbah,7/3-5 Nullaburra Rd,Sold,745000,Villa,2,https://www.domain.com.au/7-3-5-nullaburra-road-caringbah-nsw-2229-2015427404,1,2,,5
3/08/2019,Caringbah South,15/23 Dudley Av,Sold prior to auction,0,Villa,3,https://www.domain.com.au/15-23-dudley-avenue-caringbah-south-nsw-2229-2015413873,2,2,246,5
3/08/2019,Carlingford,33 Lochinvar Pde,Sold prior to auction,1690000,House,4,https://www.domain.com.au/33-lochinvar-parade-carlingford-nsw-2118-2015404377,3,2,696,14
3/08/2019,Castle Hill,10 Clarke Pl,Sold prior to auction,1197000,House,5,https://www.domain.com.au/10-clarke-place-castle-hill-nsw-2154-2015411409,3,2,900,10
3/08/2019,Cherrybrook,62 Cedarwood Dr,Sold,1400000,House,5,https://domain.com.au/property-profile/62-cedarwood-drive-cherrybrook-nsw-2126,3,4,,
3/08/2019,Chester Hill,13 Wolumba St,Sold,760000,House,3,https://www.domain.com.au/13-wolumba-street-chester-hill-nsw-2162-2015424801,1,2,512,13
3/08/2019,Chiswick,4 Tutt Cr,Sold,0,House,4,https://www.domain.com.au/4-tutt-crescent-chiswick-nsw-2046-2015413259,3,4,580,15
3/08/2019,Colyton,40 Carpenter St,Sold prior to auction,520000,House,3,https://www.domain.com.au/40-carpenter-street-colyton-nsw-2760-2015412273,1,2,615,9
3/08/2019,Condell Park,49 Railway Pde,Sold,890000,Duplex,5,https://www.domain.com.au/49-railway-parade-condell-park-nsw-2200-2015425989,3,1,4389,8
3/08/2019,Coogee,7/184 Arden St,Sold prior to auction,0,Unit,1,https://domain.com.au/property-profile/7-184-arden-street-coogee-nsw-2034,1,,,
3/08/2019,Coogee,181 Carrington Rd,Sold prior to auction,1200000,House,3,https://www.domain.com.au/181-carrington-road-coogee-nsw-2034-2015416239,1,2,,8
3/08/2019,Coogee,16/257-261 Carrington Rd,Sold,845000,Unit,2,https://www.domain.com.au/16-257-carrington-road-coogee-nsw-2034-2015416238,2,1,,5
3/08/2019,Coogee,10/86A Mount St,Sold,1421000,Unit,2,https://www.domain.com.au/10-86a-mount-street-coogee-nsw-2034-2015439535,1,1,,7
3/08/2019,Cremorne,9/14-20 Gerard St,Sold prior to auction,0,Unit,2,https://www.domain.com.au/9-14-20-gerard-street-cremorne-nsw-2090-2015426055,1,1,,8
3/08/2019,Cremorne,3/91 Grasmere Rd,Sold prior to auction,900000,Unit,2,https://www.domain.com.au/3-91-grasmere-road-cremorne-nsw-2090-2015428212,1,1,,9
3/08/2019,Cremorne,1/15 Reynolds St,Sold prior to auction,2468000,Townhouse,3,https://www.domain.com.au/1-15-reynolds-street-cremorne-nsw-2090-2015418664,2,2,239,13
3/08/2019,Cremorne Point,3/5 Wulworra Av,Sold prior to auction,718000,Unit,1,https://www.domain.com.au/3-5-wulworra-avenue-cremorne-point-nsw-2090-2015440544,1,,,8
3/08/2019,Croydon Park,59 Carshalton St,Sold,1835000,House,5,https://www.domain.com.au/59-carshalton-street-croydon-park-nsw-2133-2015422692,3,2,430,14
3/08/2019,Daceyville,1/1 Cook Av,Sold prior to auction,900000,Unit,2,https://www.domain.com.au/1-1-cook-avenue-daceyville-nsw-2032-2015424598,2,2,,11
3/08/2019,Daleys Point,46 Fishermans Pde,Sold,847000,House,2,https://www.domain.com.au/46-fishermans-parade-daleys-point-nsw-2257-2015420317,2,2,360,14
3/08/2019,Darlington,30 Golden Grove St,Sold prior to auction,1700000,House,3,https://www.domain.com.au/30-golden-grove-street-darlington-nsw-2008-2015430872,2,1,144,12
3/08/2019,Dural,19 The Village Pl,Sold,909000,House,4,https://www.domain.com.au/19-the-village-place-dural-nsw-2158-2015408886,2,,701,13
3/08/2019,Eastwood,510/62-76 Rowe St,Sold prior to auction,801000,Unit,2,https://www.domain.com.au/510-62-80-rowe-street-eastwood-nsw-2122-2015400774,2,1,,10
3/08/2019,Edensor Park,8 Gwandalan Rd,Sold,900000,House,4,https://www.domain.com.au/8-gwandalan-road-edensor-park-nsw-2176-2015429171,1,6,,15
3/08/2019,Enfield,9 Heydon St,Sold prior to auction,3100000,House,7,https://www.domain.com.au/9-heydon-street-enfield-nsw-2136-2015407415,5,4,,14
3/08/2019,Enmore,44 Marian St,Sold,1910000,House,3,https://www.domain.com.au/44-marian-street-enmore-nsw-2042-2015411902,2,,253,10
3/08/2019,Enmore,11/7-9 Tupper St,Sold,784000,Unit,2,https://www.domain.com.au/11-7-9-tupper-street-enmore-nsw-2042-2015429539,1,1,,8
3/08/2019,Epping,24A Angus Av,Sold,1650000,House,3,https://www.domain.com.au/24a-angus-avenue-epping-nsw-2121-2015329601,1,1,,10
3/08/2019,Epping,2 Epping Park Dr,Sold prior to auction,1160000,Townhouse,4,https://www.domain.com.au/2-epping-park-drive-epping-nsw-2121-2015435517,2,2,,8
3/08/2019,Epping,9/40 Kent St,Sold prior to auction,700000,Unit,2,https://www.domain.com.au/9-40-kent-st-epping-nsw-2121-2015435920,1,2,,5
3/08/2019,Erskineville,20/20 Eve St,Sold,715000,Unit,1,https://www.domain.com.au/20-20-eve-street-erskineville-nsw-2043-2015414877,1,,103,8
3/08/2019,Five Dock,132/63a Barnstaple Rd,Sold prior to auction,1200000,Unit,3,https://www.domain.com.au/132-63a-barnstaple-road-russell-lea-nsw-2046-2015408630,2,2,,6
3/08/2019,Five Dock,32 Garfield St,Sold,1400000,House,3,https://www.domain.com.au/32-garfield-street-five-dock-nsw-2046-2015408217,1,1,4489,11
3/08/2019,Five Dock,28 Henley Marine Dr,Sold,2200000,House,4,https://www.domain.com.au/28-henley-marine-drive-five-dock-nsw-2046-2015409156,2,1,,14
3/08/2019,Forresters Beach,48 Hopetoun St,Sold prior to auction,925000,House,3,https://www.domain.com.au/48-hopetoun-street-forresters-beach-nsw-2260-2015403661,2,2,588,9
3/08/2019,Frenchs Forest,3 Merrilee Cr,Sold,1415000,House,3,https://www.domain.com.au/3-merrilee-crescent-frenchs-forest-nsw-2086-2015429730,1,2,696,5
3/08/2019,Frenchs Forest,2 Orange Gr,Sold prior to auction,0,House,4,https://www.domain.com.au/2-orange-grove-frenchs-forest-nsw-2086-2015383722,3,2,727,12
3/08/2019,Freshwater,29/12 Ronald Av,Sold,0,Unit,2,https://www.domain.com.au/29-12-ronald-avenue-freshwater-nsw-2096-2014885077,1,1,,13
3/08/2019,Georges Hall,12 Balmoral Cr,Sold prior to auction,1101000,House,5,https://www.domain.com.au/12-balmoral-crescent-georges-hall-nsw-2198-2015429749,3,2,549,17
3/08/2019,Georges Hall,15 Talinga Av,Sold,925000,House,4,https://www.domain.com.au/15-talinga-avenue-georges-hall-nsw-2198-2015422250,2,2,5564,6
3/08/2019,Gladesville,6/31-33 Morrison Rd,Sold prior to auction,752000,Unit,2,https://www.domain.com.au/6-31-33-morrison-road-gladesville-nsw-2111-2015400144,1,2,,7
3/08/2019,Gordon,5/716 Pacific Hwy,Sold prior to auction,865000,Unit,3,https://www.domain.com.au/5-716-pacific-highway-gordon-nsw-2072-2015436731,1,1,,12
3/08/2019,Greenacre,130 Juno Pde,Sold,672000,House,3,https://www.domain.com.au/130-juno-parade-greenacre-nsw-2190-2015429205,1,,550,10
3/08/2019,Greenacre,269 Waterloo Rd,Sold,0,House,4,https://www.domain.com.au/269-waterloo-road-greenacre-nsw-2190-2015427206,3,4,5564,8
3/08/2019,Greenfield Park,10 Success St,Sold,866000,House,6,https://www.domain.com.au/10-success-street-greenfield-park-nsw-2176-2015445904,2,3,552,9
3/08/2019,Homebush West,47 Courallie Av,Sold,0,House,2,https://www.domain.com.au/47-courallie-avenue-homebush-west-nsw-2140-2015436340,2,2,480,6
3/08/2019,Horningsea Park,51 Brindabella Dr,Sold,760000,House,4,https://www.domain.com.au/51-brindabella-drive-horningsea-park-nsw-2171-2015426019,2,2,,7
3/08/2019,Hunters Hill,84A Park Rd,Sold,1440000,House,3,https://www.domain.com.au/84a-park-road-hunters-hill-nsw-2110-2015419162,2,1,461,17
3/08/2019,Hurstville,12 Bristol Rd,Sold,1075000,House,2,https://www.domain.com.au/12-bristol-road-hurstville-nsw-2220-2015413731,2,1,525,6
3/08/2019,Kellyville,31 Monaco Av,Sold prior to auction,1640000,House,5,https://www.domain.com.au/31-monaco-avenue-kellyville-nsw-2155-2015436019,3,2,800,14
3/08/2019,Kensington,25 Winkurra St,Sold prior to auction,0,House,5,https://www.domain.com.au/25-winkurra-street-kensington-nsw-2033-2015400730,2,,,11
3/08/2019,Kingsford,205 Botany St,Sold,1645000,House,3,https://www.domain.com.au/205-botany-street-kingsford-nsw-2032-2015417941,1,2,,5
3/08/2019,Kingsford,25/56-58 Houston Rd,Sold prior to auction,0,Studio,1,https://www.domain.com.au/25-56-58-houston-road-kingsford-nsw-2032-2015424151,1,1,,6
3/08/2019,Kingsgrove,103b Moorefields Rd,Sold,1235000,House,5,https://www.domain.com.au/103b-moorefields-road-kingsgrove-nsw-2208-2015429356,3,2,371,8
3/08/2019,Kirrawee,50 Magnolia St,Sold,1400000,House,5,https://www.domain.com.au/50-magnolia-street-kirrawee-nsw-2232-2015416117,3,3,645,10
3/08/2019,Lane Cove,11/115-119 Burns Bay Rd,Sold,0,Townhouse,2,https://www.domain.com.au/11-115-burns-bay-road-lane-cove-nsw-2066-2015438444,1,1,,5
3/08/2019,Lane Cove,7/123 Burns Bay Rd,Sold prior to auction,0,Unit,1,https://domain.com.au/property-profile/7-123-burns-bay-road-lane-cove-nsw-2066,1,,,
3/08/2019,Lane Cove,212 Burns Bay Rd,Sold,0,House,4,https://www.domain.com.au/212-burns-bay-road-lane-cove-nsw-2066-2015402706,2,4,707,8
3/08/2019,Leichhardt,66 Carlisle St,Sold,1505000,Semi,3,https://www.domain.com.au/66-carlisle-street-leichhardt-nsw-2040-2015407156,1,,335,6
3/08/2019,Leppington,13 Joseph Rd,Sold,0,House,3,https://www.domain.com.au/13-joseph-road-leppington-nsw-2179-2015379610,1,2,,7
3/08/2019,Lilyfield,146 Lilyfield Rd,Sold,1580000,House,3,https://www.domain.com.au/146-lilyfield-road-lilyfield-nsw-2040-2015447565,1,,291,11
3/08/2019,Liverpool,20 Panetta Av,Sold,712000,House,3,https://www.domain.com.au/20-panetta-avenue-liverpool-nsw-2170-2015431855,1,2,550,12
3/08/2019,Long Jetty,29 Nirvana St,Sold prior to auction,1050000,House,4,https://www.domain.com.au/29-nirvana-street-long-jetty-nsw-2261-2015415307,2,2,,10
3/08/2019,Macquarie Park,701/8 Saunders Cl,Sold,825000,Unit,2,https://www.domain.com.au/701-8-saunders-close-macquarie-park-nsw-2113-2015421702,2,1,,6
3/08/2019,Manly,2/80 Raglan St,Sold prior to auction,1750000,Unit,3,https://www.domain.com.au/2-80-raglan-street-manly-nsw-2095-2015438508,1,1,,10
3/08/2019,Maroubra,85 Hannan St,Sold prior to auction,1320000,House,3,https://www.domain.com.au/85-hannan-street-maroubra-nsw-2035-2015425416,1,,190,6
3/08/2019,Marrickville,161 Addison Rd,Sold,1512500,House,3,https://www.domain.com.au/161-addison-road-marrickville-nsw-2204-2015411995,1,1,174,26
3/08/2019,Menai,25 Fern Cct E,Sold prior to auction,910000,House,3,https://www.domain.com.au/25-fern-circuit-east-menai-nsw-2234-2015457662,2,2,607,6
3/08/2019,Monterey,6/54-58 Solander St,Sold,590000,Unit,2,https://www.domain.com.au/6-54-58-solander-street-monterey-nsw-2217-2015425527,1,1,,4
3/08/2019,Mosman,7/37 Moruben Rd,Sold prior to auction,760000,Unit,2,https://www.domain.com.au/7-37-moruben-road-mosman-nsw-2088-2015412973,1,,,5
3/08/2019,Mount Pritchard,6 Dorothy St,Sold,650000,House,3,https://www.domain.com.au/6-dorothy-street-mount-pritchard-nsw-2170-2015420398,2,4,607,10
3/08/2019,Naremburn,4/2A Palmer St,Sold prior to auction,1387000,Unit,3,https://www.domain.com.au/4-2a-palmer-street-naremburn-nsw-2065-2015432882,2,1,,12
3/08/2019,Narraweena,45 Consul Rd N,Sold prior to auction,0,House,4,https://www.domain.com.au/45-consul-road-narraweena-nsw-2099-2015429452,3,2,1021,10
3/08/2019,Newtown,10/12-14 Enmore Rd,Sold prior to auction,1562500,Studio,0,https://domain.com.au/property-profile/10-12-enmore-road-newtown-nsw-2042,,,,
3/08/2019,Normanhurst,10 Harris Rd,Sold,1343000,House,3,https://www.domain.com.au/10-harris-road-normanhurst-nsw-2076-2015421379,1,1,853,12
3/08/2019,North Curl Curl,18 Austin Av,Sold prior to auction,3300000,House,5,https://www.domain.com.au/18-austin-avenue-north-curl-curl-nsw-2099-2015415441,3,2,,13
3/08/2019,North Curl Curl,16 Robertson Rd,Sold,2210000,House,4,https://www.domain.com.au/16-robertson-road-north-curl-curl-nsw-2099-2015436793,2,3,409,10
3/08/2019,North Ryde,14 Carramar Av,Sold,1445000,House,3,https://www.domain.com.au/14-carramar-avenue-north-ryde-nsw-2113-2015410331,1,2,670,6
3/08/2019,North Ryde,70 David Av,Sold,1323000,House,3,https://www.domain.com.au/70-david-avenue-north-ryde-nsw-2113-2015433867,2,1,,8
3/08/2019,North Strathfield,89/23 George St,Sold,730000,Unit,2,https://www.domain.com.au/89-23-george-street-north-strathfield-nsw-2137-2015388486,2,1,,9
3/08/2019,North Willoughby,214 Penshurst St,Sold,0,House,4,https://www.domain.com.au/214-penshurst-street-willoughby-nsw-2068-2015418834,2,2,3478,8
3/08/2019,Northbridge,89 Baringa Rd,Sold,2960000,House,3,https://www.domain.com.au/89-baringa-road-northbridge-nsw-2063-2015417784,1,1,651,10
3/08/2019,Northbridge,120A Sailors Bay Rd,Sold prior to auction,0,Unit,3,https://www.domain.com.au/120a-sailors-bay-road-northbridge-nsw-2063-2015323722,2,2,,11
3/08/2019,Oatley,2/33 Letitia St,Sold,775000,Unit,2,https://www.domain.com.au/2-33-letitia-street-oatley-nsw-2223-2015427626,1,1,,9
3/08/2019,Oatley,5 Seaforth Av,Sold,1425000,House,2,https://www.domain.com.au/5-seaforth-avenue-oatley-nsw-2223-2015432567,1,2,600,10
3/08/2019,Paddington,2/188 Glenmore Rd,Sold prior to auction,990000,Unit,1,https://www.domain.com.au/2-188-glenmore-road-paddington-nsw-2021-2015414775,1,,,13
3/08/2019,Parramatta,44 Gore St,Sold,976000,House,3,https://www.domain.com.au/44-gore-street-parramatta-nsw-2150-2015426378,1,2,,8
3/08/2019,Parramatta,8 New Zealand St,Sold,1350000,House,2,https://www.domain.com.au/8-new-zealand-street-parramatta-nsw-2150-2015425996,1,2,543,6
3/08/2019,Parramatta,67 Thomas St,Sold,1250000,House,3,https://www.domain.com.au/67-thomas-street-parramatta-nsw-2150-2015409637,1,1,,11
3/08/2019,Petersham,14 Merton St,Sold,2470000,House,4,https://www.domain.com.au/14-merton-street-petersham-nsw-2049-2015429280,3,1,323,26
3/08/2019,Petersham,80 Westbourne St,Sold,1425000,House,3,https://www.domain.com.au/80-westbourne-street-petersham-nsw-2049-2015396041,1,,,8
3/08/2019,Potts Point,12A/97-99 Macleay St,Sold,612000,Unit,2,https://www.domain.com.au/12a-97-99-macleay-street-potts-point-nsw-2011-2015436747,1,,,8
3/08/2019,Randwick,117/207 Barker St,Sold prior to auction,835000,Unit,1,https://www.domain.com.au/117-207-barker-street-randwick-nsw-2031-2015425647,1,1,,7
3/08/2019,Randwick,2e/12-16 Bligh Pl,Sold prior to auction,0,Unit,2,https://www.domain.com.au/2e-14-bligh-place-randwick-nsw-2031-2015417983,1,1,,7
3/08/2019,Randwick,11/49-51 Coogee Bay Rd,Sold prior to auction,1100000,Unit,2,https://www.domain.com.au/11-49-coogee-bay-road-randwick-nsw-2031-2015431660,1,1,,5
3/08/2019,Randwick,2/4 St Luke St,Sold prior to auction,995000,Unit,2,https://www.domain.com.au/2-4-st-luke-street-randwick-nsw-2031-2015408659,1,,67,9
3/08/2019,Randwick,5/75 Wentworth St,Sold,962000,Unit,2,https://www.domain.com.au/5-75-wentworth-street-randwick-nsw-2031-2015418629,1,1,,8
3/08/2019,Revesby,6/15 Doyle Rd,Sold,0,Villa,2,https://www.domain.com.au/6-15-doyle-road-revesby-nsw-2212-2015432110,1,1,213,6
3/08/2019,Rhodes,31/1 Timbrol Av,Sold,0,Unit,1,https://www.domain.com.au/31-1-timbrol-avenue-rhodes-nsw-2138-2015426068,1,1,79,8
3/08/2019,Riverview,37 Hamilton St,Sold prior to auction,1960000,House,4,https://www.domain.com.au/37-hamilton-street-riverview-nsw-2066-2015417125,1,2,6197,7
3/08/2019,Rockdale,6 Holland Av,Sold,1440000,House,5,https://www.domain.com.au/6-holland-avenue-rockdale-nsw-2216-2015424902,2,3,455,7
3/08/2019,Rosebery,64/6-8 Crewe Pl,Sold prior to auction,735000,Unit,1,https://www.domain.com.au/64-6-8-crewe-place-rosebery-nsw-2018-2015423900,1,,,13
3/08/2019,Rosebery,36 Princess Av,Sold,0,House,3,https://www.domain.com.au/36-princess-avenue-rosebery-nsw-2018-2015432341,1,,1454,8
3/08/2019,Roselands,19 Fenwick Av,Sold prior to auction,960000,House,4,https://www.domain.com.au/19-fenwick-avenue-roselands-nsw-2196-2015424540,2,1,430,14
3/08/2019,Rozelle,B601/1 Nagurra Pl,Sold,1785000,Unit,2,https://www.domain.com.au/b601-1-nagurra-place-rozelle-nsw-2039-2015433105,2,1,,10
3/08/2019,Rozelle,46 Quirk St,Sold prior to auction,1561000,House,3,https://www.domain.com.au/46-quirk-street-rozelle-nsw-2039-2015422040,1,,241,8
3/08/2019,Rushcutters Bay,12/4 Waratah St,Sold,450000,Studio,0,https://www.domain.com.au/12-4-waratah-street-rushcutters-bay-nsw-2011-2015428239,,,,7
3/08/2019,Ryde,4/16-18 Forrest Rd,Sold,1476000,Townhouse,5,https://domain.com.au/property-profile/4-16-18-forrest-road-ryde-nsw-2112,2,1,,
3/08/2019,Sans Souci,8/8-12 Evans St,Sold prior to auction,0,Villa,2,https://domain.com.au/property-profile/8-8-12-evans-street-sans-souci-nsw-2219,1,2,,
3/08/2019,Silverwater,55 Barker Av,Sold,1000000,House,3,https://www.domain.com.au/55-barker-ave-silverwater-nsw-2128-2015426364,1,4,580,7
3/08/2019,Springfield,37 Newcastle St,Sold prior to auction,770000,House,4,https://www.domain.com.au/37-newcastle-street-springfield-nsw-2250-2015415219,2,4,1155,14
3/08/2019,St Ives,1/10 Shinfield Av,Sold prior to auction,1635000,Unit,3,https://www.domain.com.au/1-10-shinfield-avenue-st-ives-nsw-2075-2015417684,2,2,540,8
3/08/2019,St Leonards,9/15A Herbert St,Sold,1095000,Unit,2,https://www.domain.com.au/9-15a-herbert-street-st-leonards-nsw-2065-2015432422,2,1,,7
3/08/2019,Stanmore,59 Northumberland Av,Sold,0,House,4,https://www.domain.com.au/59-northumberland-avenue-stanmore-nsw-2048-2015410154,3,1,,24
3/08/2019,Strathfield,4/66 Beresford Rd,Sold,1300000,Townhouse,4,https://www.domain.com.au/4-66-beresford-road-strathfield-nsw-2135-2015425391,2,2,,9
3/08/2019,Strathfield,12/3 Elva St,Sold,1008000,Unit,3,https://www.domain.com.au/12-3-elva-street-strathfield-nsw-2135-2015418745,2,2,171,8
3/08/2019,Strathfield,35 Highgate St,Sold,2900000,House,4,https://www.domain.com.au/35-highgate-street-strathfield-nsw-2135-2015400248,3,2,627,6
3/08/2019,Strathfield,225 Homebush Rd,Sold,1738000,House,5,https://www.domain.com.au/225-homebush-road-strathfield-nsw-2135-2015359631,3,2,4553,6
3/08/2019,Surry Hills,12A Nichols St,Sold,0,House,4,https://www.domain.com.au/12a-nichols-street-surry-hills-nsw-2010-2015418460,3,2,216,20
3/08/2019,Tamarama,6 Kenneth St,Sold prior to auction,4750000,House,3,https://www.domain.com.au/6-kenneth-street-tamarama-nsw-2026-2015398883,2,1,,14
3/08/2019,Tumbi Umbi,3 Carol Anne Cl,Sold prior to auction,690000,House,5,https://www.domain.com.au/3-carol-anne-close-tumbi-umbi-nsw-2261-2015399083,3,3,635,14
3/08/2019,Turramurra,5/1416 Pacific Hwy,Sold prior to auction,735000,Unit,2,https://www.domain.com.au/5-1416-pacific-highway-turramurra-nsw-2074-2015431289,1,1,,7
3/08/2019,Turramurra,24 Tennyson Av,Sold prior to auction,0,House,5,https://www.domain.com.au/24-tennyson-avenue-turramurra-nsw-2074-2015389336,3,2,1341,10
3/08/2019,Wahroonga,3/11 Pacific Hwy,Sold prior to auction,630000,Unit,2,https://www.domain.com.au/3-11-pacific-highway-wahroonga-nsw-2076-2015426949,1,2,,11
3/08/2019,Wareemba,4 Hill St,Sold,1500000,House,2,https://www.domain.com.au/4-hill-street-wareemba-nsw-2046-2015410757,1,,348,6
3/08/2019,Waterloo,78 Kellick St,Sold,835000,Unit,1,https://www.domain.com.au/78-kellick-street-waterloo-nsw-2017-2015436050,1,1,100,9
3/08/2019,Waverley,22 Carrington Rd,Sold prior to auction,1625000,House,3,https://www.domain.com.au/22-carrington-road-waverley-nsw-2024-2015381216,1,,,7
3/08/2019,Wentworth Falls,4 Myoori Av,Sold,1311000,House,4,https://www.domain.com.au/4-myoori-ave-wentworth-falls-nsw-2782-2015415853,2,2,3408,11
3/08/2019,Wentworth Point,404/10 Burroway Rd,Sold prior to auction,980000,Unit,2,https://www.domain.com.au/404-10-burroway-road-wentworth-point-nsw-2127-2015418865,2,1,152,6
3/08/2019,Wentworthville,29 Hudson St,Sold,1210000,House,3,https://www.domain.com.au/29-hudson-street-wentworthville-nsw-2145-2015428423,2,3,665,9
3/08/2019,West Hoxton,5 Rainham Cct,Sold,850000,House,4,https://www.domain.com.au/5-rainham-circuit-west-hoxton-nsw-2171-2015420565,2,2,495,8
3/08/2019,West Pymble,9 Kooloona Cr,Sold,1707000,House,3,https://www.domain.com.au/9-kooloona-crescent-west-pymble-nsw-2073-2015436814,2,1,925,8
3/08/2019,Westmead,22/8-12 Alexandra Av,Sold prior to auction,500000,Unit,2,https://www.domain.com.au/22-8-12-alexandra-avenue-westmead-nsw-2145-2015431997,1,1,,6
3/08/2019,Wiley Park,15 Hillcrest St,Sold prior to auction,680000,House,2,https://www.domain.com.au/15-hillcrest-street-wiley-park-nsw-2195-2015027823,1,2,,9
3/08/2019,Willoughby,158/2 Artarmon Rd,Sold,955000,Unit,2,https://www.domain.com.au/158-2-artarmon-road-willoughby-nsw-2068-2015455905,1,1,,8
3/08/2019,Wollstonecraft,3d/18 King St,Sold,1555000,Unit,2,https://www.domain.com.au/3d-18-king-street-waverton-nsw-2060-2015424283,2,1,,9
3/08/2019,Wollstonecraft,7/6 Milner Cr,Sold prior to auction,0,Unit,2,https://www.domain.com.au/7-6-milner-crescent-wollstonecraft-nsw-2065-2015413784,1,1,,6
3/08/2019,Woy Woy,310 Burge Rd,Sold prior to auction,1050000,House,2,https://www.domain.com.au/310-burge-road-woy-woy-nsw-2256-2015435306,2,4,803,8
3/08/2019,Wyoming,61 Maidens Brush Rd,Sold,428000,House,3,https://www.domain.com.au/61-maidens-brush-road-wyoming-nsw-2250-2015410478,1,1,556,10
3/08/2019,Yagoona,107 Saltash St,Sold,765000,House,3,https://www.domain.com.au/107-saltash-street-yagoona-nsw-2199-2015424437,1,1,6513,8
10/08/2019,Alexandria,34 Alexander St,Sold prior to auction,1551000,House,3,https://www.domain.com.au/34-alexander-street-alexandria-nsw-2015-2015446486,1,,,10
10/08/2019,Annandale,111 Albion St,Sold,0,House,2,https://www.domain.com.au/111-albion-street-annandale-nsw-2038-2015453418,1,,107,14
10/08/2019,Annandale,23 Albion St,Sold,1360000,House,2,https://www.domain.com.au/23-albion-street-annandale-nsw-2038-2015457266,1,,158,12
10/08/2019,Annandale,145 Nelson St,Sold prior to auction,1325000,House,2,https://www.domain.com.au/145-nelson-street-annandale-nsw-2038-2015456435,1,,,7
