Regional Name,Council Name,Suburb/Town,PostCode,Suburbs is cross council
Sydney Outer,Auburn City Council,AUBURN,2144,
Sydney Outer,Auburn City Council,AUBURN NORTH,2144,
Sydney Outer,Auburn City Council,AUBURN SOUTH,2144,
Sydney Outer,Auburn City Council,AUBURN WEST,2144,
Sydney Outer,Auburn City Council,BERALA,2141,
Sydney Outer,Auburn City Council,HOMEBUSH BAY,2127,
Sydney Outer,Auburn City Council,LIDCOMBE,2141,
Sydney Outer,Auburn City Council,LIDCOMBE NORTH,2141,
Sydney Outer,Auburn City Council,NEWINGTON,2127,
Sydney Outer,Auburn City Council, REGENTS PARK,2143,***
Sydney Outer,Auburn City Council,ROOKWOOD,2141,
Sydney Outer,Auburn City Council,SILVERWATER,2128,
Sydney Outer,Bankstown City Council,BANKSTOWN,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN AERODROME,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN AIRPORT,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN EAST,2190,
Sydney Outer,Bankstown City Council,BANKSTOWN NORTH,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN SOUTH,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN SQUARE,2200,
Sydney Outer,Bankstown City Council,BANKSTOWN WEST,2200,
Sydney Outer,Bankstown City Council,BASS HILL,2197,
Sydney Outer,Bankstown City Council,BIRRONG,2143,
Sydney Outer,Bankstown City Council,CHESTER HILL,2162,
Sydney Outer,Bankstown City Council,CHULLORA,2190,
Sydney Outer,Bankstown City Council,CONDELL PARK,2200,
Sydney Outer,Bankstown City Council,EAST HILLS,2213,
Sydney Outer,Bankstown City Council,GEORGES HALL,2198,
Sydney Outer,Bankstown City Council, GREENACRE,2190,***
Sydney Outer,Bankstown City Council,LANSDOWNE,2163,
Sydney Outer,Bankstown City Council,LEIGHTONFIELD,2163,
Sydney Outer,Bankstown City Council,MANAHAN,2200,
Sydney Outer,Bankstown City Council,MILPERRA,2214,
Sydney Outer,Bankstown City Council,MOUNT LEWIS,2190,
Sydney Outer,Bankstown City Council, OLD GUILDFORD,2161,***
Sydney Outer,Bankstown City Council,PADSTOW,2211,
Sydney Outer,Bankstown City Council,PADSTOW HEIGHTS,2211,
Sydney Outer,Bankstown City Council,PANANIA,2213,
Sydney Outer,Bankstown City Council,PICNIC POINT,2213,
Sydney Outer,Bankstown City Council,POTTS HILL,2143,
Sydney Outer,Bankstown City Council, PUNCHBOWL,2196,***
Sydney Outer,Bankstown City Council, REGENTS PARK,2143,***
Sydney Outer,Bankstown City Council,REVESBY,2212,
Sydney Outer,Bankstown City Council,REVESBY HEIGHTS,2212,
Sydney Outer,Bankstown City Council,REVESBY NORTH,2212,
Sydney Outer,Bankstown City Council, SEFTON,2162,***
Sydney Outer,Bankstown City Council, STRATHFIELD SOUTH,2136,***
Sydney Outer,Bankstown City Council, VILLAWOOD,2163,***
Sydney Outer,Bankstown City Council,YAGOONA,2199,
Sydney Outer,Bankstown City Council,YAGOONA WEST,2199,
Sydney Outer,The Hills Shire Council,ANNANGROVE,2156,
Sydney Outer,The Hills Shire Council, BAULKHAM HILLS,2153,***
Sydney Outer,The Hills Shire Council,BEAUMONT HILLS,2155,
Sydney Outer,The Hills Shire Council,BELLA VISTA,2153,
Sydney Outer,The Hills Shire Council,BOX HILL,2765,
Sydney Outer,The Hills Shire Council,BURNSIDE,2117,
Sydney Outer,The Hills Shire Council, CARLINGFORD,2118,***
Sydney Outer,The Hills Shire Council,CARLINGFORD HEIGHTS,2118,
Sydney Outer,The Hills Shire Council, CASTLE HILL,2154,***
Sydney Outer,The Hills Shire Council, CATTAI,2756,***
Sydney Outer,The Hills Shire Council, CATTAI CREEK,2756,***
Sydney Outer,The Hills Shire Council,CATTAI NORTH,2756,
Sydney Outer,The Hills Shire Council,CRESTWOOD,2153,
Sydney Outer,The Hills Shire Council, DURAL,2158,***
Sydney Outer,The Hills Shire Council, GLENHAVEN,2156,***
Sydney Outer,The Hills Shire Council, GLENORIE,2157,***
Sydney Outer,The Hills Shire Council,HILLSIDE,2157,
Sydney Outer,The Hills Shire Council, KELLYVILLE,2155,***
Sydney Outer,The Hills Shire Council,KENTHURST,2156,
Sydney Outer,The Hills Shire Council, LOWER PORTLAND,2756,***
Sydney Outer,The Hills Shire Council, MARAYLYA,2765,***
Sydney Outer,The Hills Shire Council, MAROOTA,2756,***
Sydney Outer,The Hills Shire Council,MAROOTA SOUTH,2756,
Sydney Outer,The Hills Shire Council, MIDDLE DURAL,2158,***
Sydney Outer,The Hills Shire Council,NELSON,2765,
Sydney Outer,The Hills Shire Council,NORTH CARLINGFORD,2118,
Sydney Outer,The Hills Shire Council,NORTH ROCKS,2151,
Sydney Outer,The Hills Shire Council, NORTHMEAD,2152,***
Sydney Outer,The Hills Shire Council, OAKVILLE,2765,***
Sydney Outer,The Hills Shire Council, OATLANDS,2117,***
Sydney Outer,The Hills Shire Council, PARRAMATTA NORTH,2151,***
Sydney Outer,The Hills Shire Council,ROGANS HILL,2154,
Sydney Outer,The Hills Shire Council, ROUND CORNER,2158,***
Sydney Outer,The Hills Shire Council, ROUSE HILL,2155,***
Sydney Outer,The Hills Shire Council,SACKVILLE NORTH,2756,
Sydney Outer,The Hills Shire Council,WEST BAULKHAM HILLS,2153,
Sydney Outer,The Hills Shire Council, WEST PENNANT HILLS,2125,***
Sydney Outer,The Hills Shire Council, WISEMANS FERRY,2775,***
Sydney Outer,Blacktown City Council,ACACIA GARDENS,2763,
Sydney Outer,Blacktown City Council,ARNDELL PARK,2148,
Sydney Outer,Blacktown City Council,BIDWILL,2770,
Sydney Outer,Blacktown City Council,BLACKETT,2770,
Sydney Outer,Blacktown City Council,BLACKTOWN,2148,
Sydney Outer,Blacktown City Council,BLACKTOWN NORTH,2148,
Sydney Outer,Blacktown City Council,BLACKTOWN SOUTH,2148,
Sydney Outer,Blacktown City Council,BLACKTOWN WEST,2148,
Sydney Outer,Blacktown City Council,BUNGARRIBEE,2148,
Sydney Outer,Blacktown City Council,COLEBEE,2761,
Sydney Outer,Blacktown City Council,DEAN PARK,2761,
Sydney Outer,Blacktown City Council,DHARRUK,2770,
Sydney Outer,Blacktown City Council,DOONSIDE,2767,
Sydney Outer,Blacktown City Council,EASTERN CREEK,2766,
Sydney Outer,Blacktown City Council,EMERTON,2770,
Sydney Outer,Blacktown City Council,GLENDENNING,2761,
Sydney Outer,Blacktown City Council,GLENWOOD,2768,
Sydney Outer,Blacktown City Council,GLENWOOD PARK,2768,
Sydney Outer,Blacktown City Council,GRANTHAM,2147,
Sydney Outer,Blacktown City Council,HASSALL,2770,
Sydney Outer,Blacktown City Council,HASSALL GROVE,2761,
Sydney Outer,Blacktown City Council,HEBERSHAM,2770,
Sydney Outer,Blacktown City Council,HUNTINGWOOD,2148,
Sydney Outer,Blacktown City Council, KELLYVILLE,2155,***
Sydney Outer,Blacktown City Council,KELLYVILLE RIDGE,2155,
Sydney Outer,Blacktown City Council,KINGS LANGLEY,2147,
Sydney Outer,Blacktown City Council,KINGS PARK,2148,
Sydney Outer,Blacktown City Council,LALOR PARK,2147,
Sydney Outer,Blacktown City Council,LETHBRIDGE PARK,2770,
Sydney Outer,Blacktown City Council,MARAYONG,2148,
Sydney Outer,Blacktown City Council,MARAYONG HEIGHTS,2148,
Sydney Outer,Blacktown City Council,MARAYONG SOUTH,2148,
Sydney Outer,Blacktown City Council,MARSDEN PARK,2765,
Sydney Outer,Blacktown City Council,MINCHINBURY,2770,
Sydney Outer,Blacktown City Council,MOUNT DRUITT,2770,
Sydney Outer,Blacktown City Council,OAKHURST,2761,
Sydney Outer,Blacktown City Council,PARKLEA,2768,
Sydney Outer,Blacktown City Council,PLUMPTON,2761,
Sydney Outer,Blacktown City Council, PROSPECT,2148,***
Sydney Outer,Blacktown City Council,QUAKERS HILL,2763,
Sydney Outer,Blacktown City Council,RIVERSTONE,2765,
Sydney Outer,Blacktown City Council,ROOTY HILL,2766,
Sydney Outer,Blacktown City Council,ROPES CREEK,2760,
Sydney Outer,Blacktown City Council, ROUSE HILL,2155,***
Sydney Outer,Blacktown City Council,SCHOFIELDS,2762,
Sydney Outer,Blacktown City Council,SEVEN HILLS,2147,
Sydney Outer,Blacktown City Council,SEVEN HILLS NORTH,2147,
Sydney Outer,Blacktown City Council,SEVEN HILLS WEST,2147,
Sydney Outer,Blacktown City Council,SHALVEY,2770,
Sydney Outer,Blacktown City Council,SHANES PARK,2747,
Sydney Outer,Blacktown City Council, ST MARYS,2760,***
Sydney Outer,Blacktown City Council,STANHOPE GARDENS,2768,
Sydney Outer,Blacktown City Council, TOONGABBIE,2146,***
Sydney Outer,Blacktown City Council,TREGEAR,2770,
Sydney Outer,Blacktown City Council, VINEYARD,2765,***
Sydney Outer,Blacktown City Council,WALLGROVE,2164,
Sydney Outer,Blacktown City Council,WESTPOINT CENTRE,2148,
Sydney Outer,Blacktown City Council,WHALAN,2770,
Sydney Outer,Blacktown City Council,WILLMOT,2770,
Sydney Outer,Blacktown City Council,WOODCROFT,2767,
Sydney Outer,Camden Council,AUSTRAL PARK,2171,
Sydney Outer,Camden Council,BENKENNIE,2570,
Sydney Outer,Camden Council,BICKLEY VALE,2570,
Sydney Outer,Camden Council, BRINGELLY,2556,***
Sydney Outer,Camden Council,CAMDEN,2570,
Sydney Outer,Camden Council,CAMDEN EAST,2570,
Sydney Outer,Camden Council, CAMDEN SOUTH,2570,***
Sydney Outer,Camden Council,CAMDEN VIEWS,2567,
Sydney Outer,Camden Council,CAMDEN WEST,2570,
Sydney Outer,Camden Council,CATHERINE FIELD,2557,
Sydney Outer,Camden Council, CAWDOR,2570,***
Sydney Outer,Camden Council,COBBITTY,2570,
Sydney Outer,Camden Council,CURRANS HILL,2567,
Sydney Outer,Camden Council,ELDERSLIE,2570,
Sydney Outer,Camden Council,ELLIS LANE,2570,
Sydney Outer,Camden Council,GRASMERE,2570,
Sydney Outer,Camden Council,HARRINGTON PARK,2567,
Sydney Outer,Camden Council,KIRKHAM,2570,
Sydney Outer,Camden Council,LEFEVRES CORNER,2570,
Sydney Outer,Camden Council, LEPPINGTON,2179,***
Sydney Outer,Camden Council,MOUNT ANNAN,2567,
Sydney Outer,Camden Council, MOUNT HUNTER,2570,***
Sydney Outer,Camden Council,NARELLAN,2567,
Sydney Outer,Camden Council,NARELLAN GARDENS,2567,
Sydney Outer,Camden Council,NARELLAN VALE,2567,
Sydney Outer,Camden Council,ORAN PARK,2570,
Sydney Outer,Camden Council, ROSSMORE,2557,***
Sydney Outer,Camden Council,SMEATON GRANGE,2567,
Sydney Outer,Camden Council,SPRING FARM,2570,
Sydney Outer,Camden Council,STUDLEY PARK,2567,
Sydney Outer,Campbelltown City Council,AIRDS,2560,
Sydney Outer,Campbelltown City Council,AMBARVALE,2560,
Sydney Outer,Campbelltown City Council,BLAIR ATHOL,2560,
Sydney Outer,Campbelltown City Council,BLAIRMOUNT,2559,
Sydney Outer,Campbelltown City Council,BOW BOWING,2566,
Sydney Outer,Campbelltown City Council,BRADBURY,2560,
Sydney Outer,Campbelltown City Council,CAMPBELLTOWN,2560,
Sydney Outer,Campbelltown City Council,CAMPBELLTOWN NORTH,2560,
Sydney Outer,Campbelltown City Council,CLAYMORE,2559,
Sydney Outer,Campbelltown City Council, DENHAM COURT,2565,***
Sydney Outer,Campbelltown City Council,EAGLE VALE,2558,
Sydney Outer,Campbelltown City Council,EAGLEVALE,2558,
Sydney Outer,Campbelltown City Council,EAST CAMPBELLTOWN,2560,
Sydney Outer,Campbelltown City Council,ENGLORIE PARK,2560,
Sydney Outer,Campbelltown City Council,ESCHOL PARK,2558,
Sydney Outer,Campbelltown City Council,GILEAD,2560,
Sydney Outer,Campbelltown City Council,GLEN ALPINE,2560,
Sydney Outer,Campbelltown City Council,GLENFIELD,2167,
Sydney Outer,Campbelltown City Council,GLENLEE,2560,
Sydney Outer,Campbelltown City Council,GLENQUARIE,2564,
Sydney Outer,Campbelltown City Council, INGLEBURN,2565,***
Sydney Outer,Campbelltown City Council, INGLEBURN MILITARY CAMP,2174,***
Sydney Outer,Campbelltown City Council,KEARNS,2558,
Sydney Outer,Campbelltown City Council,KENTLYN,2560,
Sydney Outer,Campbelltown City Council, LEPPINGTON,2179,***
Sydney Outer,Campbelltown City Council,LEUMEAH,2560,
Sydney Outer,Campbelltown City Council,LEUMEAH HEIGHTS,2560,
Sydney Outer,Campbelltown City Council,LONG POINT,2564,
Sydney Outer,Campbelltown City Council,MACARTHUR SQUARE,2560,
Sydney Outer,Campbelltown City Council,MACQUARIE FIELDS,2564,
Sydney Outer,Campbelltown City Council,MACQUARIE HEIGHTS,2560,
Sydney Outer,Campbelltown City Council,MACQUARIE LINKS,2565,
Sydney Outer,Campbelltown City Council,MANALUKA,2565,
Sydney Outer,Campbelltown City Council,MARYFIELDS,2560,
Sydney Outer,Campbelltown City Council,MENANGLE PARK,2563,
Sydney Outer,Campbelltown City Council,MINTO,2566,
Sydney Outer,Campbelltown City Council,MINTO HEIGHTS,2566,
Sydney Outer,Campbelltown City Council,RABY,2566,
Sydney Outer,Campbelltown City Council,ROSEMEADOW,2560,
Sydney Outer,Campbelltown City Council,RUSE,2560,
Sydney Outer,Campbelltown City Council,SHERWOOD HILLS,2560,
Sydney Outer,Campbelltown City Council,ST ANDREWS,2566,
Sydney Outer,Campbelltown City Council,ST HELENS PARK,2560,
Sydney Outer,Campbelltown City Council,VARROVILLE,2566,
Sydney Outer,Campbelltown City Council,WEDDERBURN,2560,
Sydney Outer,Campbelltown City Council,WOODBINE,2560,
Sydney Outer,Fairfield City Council,ABBOTSBURY,2176,
Sydney Outer,Fairfield City Council,BONNYRIGG,2177,
Sydney Outer,Fairfield City Council,BONNYRIGG HEIGHTS,2177,
Sydney Outer,Fairfield City Council,BOSSLEY PARK,2176,
Sydney Outer,Fairfield City Council,CABRAMATTA,2166,
Sydney Outer,Fairfield City Council,CABRAMATTA HEIGHTS,2166,
Sydney Outer,Fairfield City Council,CABRAMATTA WEST,2166,
Sydney Outer,Fairfield City Council,CABRAVALE,2166,
Sydney Outer,Fairfield City Council,CANLEY HEIGHTS,2166,
Sydney Outer,Fairfield City Council,CANLEY VALE,2166,
Sydney Outer,Fairfield City Council,CARRAMAR,2163,
Sydney Outer,Fairfield City Council, CECIL PARK,2178,***
Sydney Outer,Fairfield City Council,EDENSOR PARK,2176,
Sydney Outer,Fairfield City Council,FAIRFIELD,2165,
Sydney Outer,Fairfield City Council,FAIRFIELD EAST,2165,
Sydney Outer,Fairfield City Council,FAIRFIELD HEIGHTS,2165,
Sydney Outer,Fairfield City Council,FAIRFIELD WEST,2165,
Sydney Outer,Fairfield City Council,FAIRVALE,2165,
Sydney Outer,Fairfield City Council,GREENFIELD PARK,2176,
Sydney Outer,Fairfield City Council, GUILDFORD,2161,***
Sydney Outer,Fairfield City Council, GUILDFORD NORTH,2160,***
Sydney Outer,Fairfield City Council,HOLLYWOOD,2166,
Sydney Outer,Fairfield City Council,HORSLEY PARK,2175,
Sydney Outer,Fairfield City Council,LANSVALE,2166,
Sydney Outer,Fairfield City Council,LANSVALE EAST,2166,
Sydney Outer,Fairfield City Council, MOUNT PRITCHARD,2170,***
Sydney Outer,Fairfield City Council, OLD GUILDFORD,2161,***
Sydney Outer,Fairfield City Council,PRAIRIEWOOD,2176,
Sydney Outer,Fairfield City Council, SMITHFIELD,2164,***
Sydney Outer,Fairfield City Council,SMITHFIELD WEST,2164,
Sydney Outer,Fairfield City Council,ST JOHNS PARK,2176,
Sydney Outer,Fairfield City Council, VILLAWOOD,2163,***
Sydney Outer,Fairfield City Council,WAKELEY,2176,
Sydney Outer,Fairfield City Council,WETHERILL PARK,2164,
Sydney Outer,Fairfield City Council, YENNORA,2161,***
Sydney Outer,Holroyd City Council,CARDINAL GILROY VILLAGE,2160,
Sydney Outer,Holroyd City Council,GIRRAWEEN,2145,
Sydney Outer,Holroyd City Council, GRANVILLE,2142,***
Sydney Outer,Holroyd City Council,GREYSTANES,2145,
Sydney Outer,Holroyd City Council, GUILDFORD,2161,***
Sydney Outer,Holroyd City Council, GUILDFORD NORTH,2160,***
Sydney Outer,Holroyd City Council,GUILDFORD WEST,2161,
Sydney Outer,Holroyd City Council, HARRIS PARK,2150,***
Sydney Outer,Holroyd City Council,HOLROYD,2142,
Sydney Outer,Holroyd City Council,LEAWARRA,2160,
Sydney Outer,Holroyd City Council,MAYS HILL,2145,
Sydney Outer,Holroyd City Council, MERRYLANDS,2160,***
Sydney Outer,Holroyd City Council,MERRYLANDS WEST,2160,
Sydney Outer,Holroyd City Council, PARRAMATTA,2150,***
Sydney Outer,Holroyd City Council,PEMULWUY,2145,
Sydney Outer,Holroyd City Council, PENDLE HILL,2145,***
Sydney Outer,Holroyd City Council,PENDLE HILL SOUTH,2145,
Sydney Outer,Holroyd City Council, PROSPECT,2148,***
Sydney Outer,Holroyd City Council,SHERWOOD GRANGE,2160,
Sydney Outer,Holroyd City Council, SMITHFIELD,2164,***
Sydney Outer,Holroyd City Council,SOUTH WENTWORTHVILLE,2145,
Sydney Outer,Holroyd City Council, TOONGABBIE,2146,***
Sydney Outer,Holroyd City Council, WENTWORTHVILLE,2145,***
Sydney Outer,Holroyd City Council, WESTMEAD,2145,***
Sydney Outer,Holroyd City Council,WIDEMERE,2145,
Sydney Outer,Holroyd City Council,WOODPARK,2164,
Sydney Outer,Holroyd City Council, YENNORA,2161,
Sydney Outer,The Council of the Shire of Hornsby,APPLE TREE BAY,2074,
Sydney Outer,The Council of the Shire of Hornsby,ARCADIA,2159,
Sydney Outer,The Council of the Shire of Hornsby,ASQUITH,2077,
Sydney Outer,The Council of the Shire of Hornsby,BEAUTY POINT,2082,
Sydney Outer,The Council of the Shire of Hornsby,BEECROFT,2119,
Sydney Outer,The Council of the Shire of Hornsby,BEROWRA,2081,
Sydney Outer,The Council of the Shire of Hornsby,BEROWRA HEIGHTS,2082,
Sydney Outer,The Council of the Shire of Hornsby,BEROWRA WATERS,2082,
Sydney Outer,The Council of the Shire of Hornsby,BERRILEE,2159,
Sydney Outer,The Council of the Shire of Hornsby,BOBBIN HEAD,2074,
Sydney Outer,The Council of the Shire of Hornsby,BROOKLYN,2083,
Sydney Outer,The Council of the Shire of Hornsby,CANOELANDS,2157,
Sydney Outer,The Council of the Shire of Hornsby, CARLINGFORD,2118,***
Sydney Outer,The Council of the Shire of Hornsby,CARLINGFORD COURT,2118,
Sydney Outer,The Council of the Shire of Hornsby, CASTLE HILL,2154,***
Sydney Outer,The Council of the Shire of Hornsby,CHELTENHAM,2119,
Sydney Outer,The Council of the Shire of Hornsby,CHELTENHAM HEIGHTS,2120,
Sydney Outer,The Council of the Shire of Hornsby,CHERRYBROOK,2126,
Sydney Outer,The Council of the Shire of Hornsby,COLLINGRIDGE POINT,2082,
Sydney Outer,The Council of the Shire of Hornsby,COWAN,2081,
Sydney Outer,The Council of the Shire of Hornsby,COWAN CREEK,2074,
Sydney Outer,The Council of the Shire of Hornsby,COWAN NORTH,2081,
Sydney Outer,The Council of the Shire of Hornsby,DANGAR ISLAND,2083,
Sydney Outer,The Council of the Shire of Hornsby, DURAL,2158,***
Sydney Outer,The Council of the Shire of Hornsby, EASTWOOD,2122,***
Sydney Outer,The Council of the Shire of Hornsby, EASTWOOD HEIGHTS,2122,***
Sydney Outer,The Council of the Shire of Hornsby, EPPING,2121,***
Sydney Outer,The Council of the Shire of Hornsby,EPPING HEIGHTS,2121,
Sydney Outer,The Council of the Shire of Hornsby, EPPING WEST,2121,***
Sydney Outer,The Council of the Shire of Hornsby,FIDDLETOWN,2159,
Sydney Outer,The Council of the Shire of Hornsby,FISHERMANS POINT,2083,
Sydney Outer,The Council of the Shire of Hornsby,FOREST GLEN,2157,
Sydney Outer,The Council of the Shire of Hornsby,GALSTON,2159,
Sydney Outer,The Council of the Shire of Hornsby, GLENHAVEN,2156,***
Sydney Outer,The Council of the Shire of Hornsby, GLENORIE,2157,***
Sydney Outer,The Council of the Shire of Hornsby,HAWKESBURY RIVER,2083,
Sydney Outer,The Council of the Shire of Hornsby,HOOKHAMS CORNER,2077,
Sydney Outer,The Council of the Shire of Hornsby,HORNSBY,2077,
Sydney Outer,The Council of the Shire of Hornsby,HORNSBY HEIGHTS,2077,
Sydney Outer,The Council of the Shire of Hornsby,HORNSBY NORTHGATE,2077,
Sydney Outer,The Council of the Shire of Hornsby,HORNSBY SOUTH,2077,
Sydney Outer,The Council of the Shire of Hornsby,KANGAROO POINT,2083,
Sydney Outer,The Council of the Shire of Hornsby,LAUGHTONDALE,2775,
Sydney Outer,The Council of the Shire of Hornsby,LONG ISLAND,2083,
Sydney Outer,The Council of the Shire of Hornsby,LOWER HAWKESBURY,2775,
Sydney Outer,The Council of the Shire of Hornsby, MAROOTA,2756,***
Sydney Outer,The Council of the Shire of Hornsby,MAROOTA NORTH,2756,
Sydney Outer,The Council of the Shire of Hornsby, MIDDLE DURAL,2158,***
Sydney Outer,The Council of the Shire of Hornsby,MILSON ISLAND,2083,
Sydney Outer,The Council of the Shire of Hornsby,MILSONS PASSAGE,2083,
Sydney Outer,The Council of the Shire of Hornsby,MOUNT COLAH,2079,
Sydney Outer,The Council of the Shire of Hornsby,MOUNT KURINGGAI,2080,
Sydney Outer,The Council of the Shire of Hornsby,NORMANHURST,2076,
Sydney Outer,The Council of the Shire of Hornsby,NORMANHURST WEST,2120,
Sydney Outer,The Council of the Shire of Hornsby,NORTH EPPING,2121,
Sydney Outer,The Council of the Shire of Hornsby,NORTH PENNANT HILLS,2120,
Sydney Outer,The Council of the Shire of Hornsby,PEARCES CORNER,2076,
Sydney Outer,The Council of the Shire of Hornsby,PEATS FERRY,2083,
Sydney Outer,The Council of the Shire of Hornsby,PENNANT HILLS,2120,
Sydney Outer,The Council of the Shire of Hornsby,ROSELEA,2118,
Sydney Outer,The Council of the Shire of Hornsby, ROUND CORNER,2158,***
Sydney Outer,The Council of the Shire of Hornsby,SINGLETONS MILL,2775,
Sydney Outer,The Council of the Shire of Hornsby,THOMPSONS CORNER,2125,
Sydney Outer,The Council of the Shire of Hornsby,THORNLEIGH,2120,
Sydney Outer,The Council of the Shire of Hornsby, WAHROONGA,2076,***
Sydney Outer,The Council of the Shire of Hornsby,WAITARA,2077,
Sydney Outer,The Council of the Shire of Hornsby,WAITARA EAST,2077,
Sydney Outer,The Council of the Shire of Hornsby, WEST PENNANT HILLS,2125,***
Sydney Outer,The Council of the Shire of Hornsby,WESTLEIGH,2120,
Sydney Outer,The Council of the Shire of Hornsby, WISEMANS FERRY,2775,***
Sydney Outer,Ku-ring-gai Council,BARRA BRUI,2075,
Sydney Outer,Ku-ring-gai Council,EAST GORDON,2072,
Sydney Outer,Ku-ring-gai Council,EAST KILLARA,2071,
Sydney Outer,Ku-ring-gai Council,EAST LINDFIELD,2070,
Sydney Outer,Ku-ring-gai Council, EAST ROSEVILLE,2069,***
Sydney Outer,Ku-ring-gai Council,EAST WAHROONGA,2076,
Sydney Outer,Ku-ring-gai Council,FOX VALLEY,2076,
Sydney Outer,Ku-ring-gai Council,GORDON,2072,
Sydney Outer,Ku-ring-gai Council,KILLARA,2071,
Sydney Outer,Ku-ring-gai Council,LINDFIELD,2070,
Sydney Outer,Ku-ring-gai Council,NORTH TURRAMURRA,2074,
Sydney Outer,Ku-ring-gai Council,NORTH WAHROONGA,2076,
Sydney Outer,Ku-ring-gai Council,PYMBLE,2073,
Sydney Outer,Ku-ring-gai Council, ROSEVILLE,2069,***
Sydney Outer,Ku-ring-gai Council,ROSEVILLE CHASE,2069,
Sydney Outer,Ku-ring-gai Council,SOUTH TURRAMURRA,2074,
Sydney Outer,Ku-ring-gai Council,ST IVES,2075,
Sydney Outer,Ku-ring-gai Council,ST IVES CHASE,2075,
Sydney Outer,Ku-ring-gai Council,ST IVES NORTH,2075,
Sydney Outer,Ku-ring-gai Council,TURRAMURRA,2074,
Sydney Outer,Ku-ring-gai Council,TURRAMURRA EAST,2074,
Sydney Outer,Ku-ring-gai Council, WAHROONGA,2076,***
Sydney Outer,Ku-ring-gai Council,WAHROONGA SOUTH,2076,
Sydney Outer,Ku-ring-gai Council,WARRAWEE,2074,
Sydney Outer,Ku-ring-gai Council,WARRIMOO,2075,
Sydney Outer,Ku-ring-gai Council,WEST KILLARA,2071,
Sydney Outer,Ku-ring-gai Council,WEST LINDFIELD,2070,
Sydney Outer,Ku-ring-gai Council,WEST PYMBLE,2073,
Sydney Outer,Liverpool City Council,ANZAC VILLAGE,2173,
Sydney Outer,Liverpool City Council,ASHCROFT,2168,
Sydney Outer,Liverpool City Council,AUSTRAL,2179,
Sydney Outer,Liverpool City Council, BADGERYS CREEK,2555,***
Sydney Outer,Liverpool City Council, BRINGELLY,2556,***
Sydney Outer,Liverpool City Council,BUSBY,2168,
Sydney Outer,Liverpool City Council,CARNES HILL,2171,
Sydney Outer,Liverpool City Council,CARTWRIGHT,2168,
Sydney Outer,Liverpool City Council,CASULA,2170,
Sydney Outer,Liverpool City Council,CASULA MALL SHOPPING CENTRE,2170,
Sydney Outer,Liverpool City Council,CECIL HILLS,2171,
Sydney Outer,Liverpool City Council, CECIL PARK,2178,***
Sydney Outer,Liverpool City Council,CHATHAM VILLAGE,2170,
Sydney Outer,Liverpool City Council,CHIPPING NORTON,2170,
Sydney Outer,Liverpool City Council,CROSS ROADS,2170,
Sydney Outer,Liverpool City Council, DENHAM COURT,2565,***
Sydney Outer,Liverpool City Council,EDMONDSON,2171,
Sydney Outer,Liverpool City Council,EDMONDSON PARK,2174,
Sydney Outer,Liverpool City Council,GREEN VALLEY,2168,
Sydney Outer,Liverpool City Council,GREENDALE,2745,
Sydney Outer,Liverpool City Council,GREENWAY PARK,2171,
Sydney Outer,Liverpool City Council,HAMMONDVILLE,2170,
Sydney Outer,Liverpool City Council,HAMMONDVILLE EAST,2171,
Sydney Outer,Liverpool City Council,HARGRAVE PARK,2170,
Sydney Outer,Liverpool City Council,HECKENBERG,2168,
Sydney Outer,Liverpool City Council,HILLVIEW,2170,
Sydney Outer,Liverpool City Council,HINCHINBROOK,2168,
Sydney Outer,Liverpool City Council,HOLSWORTHY,2173,
Sydney Outer,Liverpool City Council,HORNINGSEA PARK,2171,
Sydney Outer,Liverpool City Council,HOXTON PARK,2171,
Sydney Outer,Liverpool City Council, INGLEBURN,2565,***
Sydney Outer,Liverpool City Council, INGLEBURN MILITARY CAMP,2174,***
Sydney Outer,Liverpool City Council,INGLEBURN VILLAGE,2174,
Sydney Outer,Liverpool City Council, KEMPS CREEK,2178,***
Sydney Outer,Liverpool City Council,KOOKABURRA,2171,
Sydney Outer,Liverpool City Council, LEPPINGTON,2179,***
Sydney Outer,Liverpool City Council,LIVERPOOL,2170,
Sydney Outer,Liverpool City Council,LIVERPOOL MILITARY CAMP,2173,
Sydney Outer,Liverpool City Council,LIVERPOOL NORTH,2170,
Sydney Outer,Liverpool City Council,LIVERPOOL SOUTH,2170,
Sydney Outer,Liverpool City Council,LIVERPOOL WEST,2170,
Sydney Outer,Liverpool City Council,LIVERPOOL WESTFIELD,2170,
Sydney Outer,Liverpool City Council, LUDDENHAM,2745,***
Sydney Outer,Liverpool City Council,LURNEA,2170,
Sydney Outer,Liverpool City Council,MIDDLETON GRANGE,2170,
Sydney Outer,Liverpool City Council,MILLER,2168,
Sydney Outer,Liverpool City Council,MOOREBANK,2170,
Sydney Outer,Liverpool City Council,MOOREBANK VILLAGE,2170,
Sydney Outer,Liverpool City Council, MOUNT PRITCHARD,2170,***
Sydney Outer,Liverpool City Council,PLEASURE POINT,2172,
Sydney Outer,Liverpool City Council,PRESTONS,2170,
Sydney Outer,Liverpool City Council, ROSSMORE,2557,***
