Regional Name,Council Name,Suburb/Town,PostCode,Suburbs is cross council
Hunter,Gloucester Shire Council,BARRINGTON,2422,
Hunter,Gloucester Shire Council,BAXTERS RIDGE,2424,
Hunter,Gloucester Shire Council, BELBORA,2422,***
Hunter,Gloucester Shire Council,BENNYS TOPS,2422,
Hunter,Gloucester Shire Council,BERRICO,2422,
Hunter,Gloucester Shire Council,BINDERA,2422,
Hunter,Gloucester Shire Council,BOWMAN,2422,
Hunter,Gloucester Shire Council,BOWMAN FARM,2422,
Hunter,Gloucester Shire Council,BRETTI,2422,
Hunter,Gloucester Shire Council,BULLIAC,2422,
Hunter,Gloucester Shire Council, BUNDOOK,2422,***
Hunter,Gloucester Shire Council,CALLAGHANS CREEK,2422,
Hunter,Gloucester Shire Council,CARAMEA,2422,
Hunter,Gloucester Shire Council,COBARK,2422,
Hunter,Gloucester Shire Council,CONEAC,2422,
Hunter,Gloucester Shire Council,COPELAND,2422,
Hunter,Gloucester Shire Council,CORROBOREE FLAT,2422,
Hunter,Gloucester Shire Council, CRAVEN,2422,***
Hunter,Gloucester Shire Council,CRAVEN PLATEAU,2422,
Hunter,Gloucester Shire Council,CRAVENS CREEK,2422,
Hunter,Gloucester Shire Council,CUNDLE FLAT,2424,
Hunter,Gloucester Shire Council,CURRICABARK,2422,
Hunter,Gloucester Shire Council,DEWITT,2422,
Hunter,Gloucester Shire Council,DOON AYRE,2422,
Hunter,Gloucester Shire Council,FAULKLAND,2422,
Hunter,Gloucester Shire Council,FORBESDALE,2422,
Hunter,Gloucester Shire Council,GANGAT,2422,
Hunter,Gloucester Shire Council,GIRO,2422,
Hunter,Gloucester Shire Council,GLEN WARD,2422,
Hunter,Gloucester Shire Council,GLOUCESTER,2422,
Hunter,Gloucester Shire Council,GLOUCESTER RIVER,2422,
Hunter,Gloucester Shire Council,GLOUCESTER SOUTH,2422,
Hunter,Gloucester Shire Council,GLOUCESTER TOPS,2420,
Hunter,Gloucester Shire Council,HEATHERDALE,2422,
Hunter,Gloucester Shire Council,INVERGORDON,2422,
Hunter,Gloucester Shire Council,KAUTHI,2422,
Hunter,Gloucester Shire Council,KIA ORA,2422,
Hunter,Gloucester Shire Council,LOWER BOWMAN,2422,
Hunter,Gloucester Shire Council,MARES RUN,2424,
Hunter,Gloucester Shire Council,MAUDVILLE,2422,
Hunter,Gloucester Shire Council,MERNOT,2422,
Hunter,Gloucester Shire Council,MOGRANI,2422,
Hunter,Gloucester Shire Council,MOGRANI CREEK,2422,
Hunter,Gloucester Shire Council,MOPPY,2422,
Hunter,Gloucester Shire Council,MOUNT PEERLESS,2422,
Hunter,Gloucester Shire Council,MYRA,2422,
Hunter,Gloucester Shire Council,PITLOCHRY,2422,
Hunter,Gloucester Shire Council,RAWDON VALE,2422,
Hunter,Gloucester Shire Council,ROCKY CROSSING,2422,
Hunter,Gloucester Shire Council,ROOKHURST,2422,
Hunter,Gloucester Shire Council,STRATFORD,2422,
Hunter,Gloucester Shire Council,STRATFORD SOUTH,2422,
Hunter,Gloucester Shire Council,TARAVALE,2422,
Hunter,Gloucester Shire Council,TIBBUC,2422,
Hunter,Gloucester Shire Council,TITAATEE CREEK,2422,
Hunter,Gloucester Shire Council,TUGRABAKH,2422,
Hunter,Gloucester Shire Council,UPPER BOWMAN,2422,
Hunter,Gloucester Shire Council,WALLANBAH,2422,
Hunter,Gloucester Shire Council,WAPRA,2422,
Hunter,Gloucester Shire Council,WAUKIVORY,2422,
Hunter,Gloucester Shire Council,WAUKIVORY UPPER,2422,
Hunter,Gloucester Shire Council,WIRRADGURIE,2422,
Hunter,Gloucester Shire Council,WOKO,2422,
Hunter,Gloucester Shire Council,YUMBUNGA,2422,
Hunter,Great Lakes Council,ALDERLEY,2425,
Hunter,Great Lakes Council,ALDERLEY CREEK,2425,
Hunter,Great Lakes Council,ALLWORTH,2425,
Hunter,Great Lakes Council,BENNETTS HEAD,2428,
Hunter,Great Lakes Council,BLUEYS BEACH,2428,
Hunter,Great Lakes Council,BOMBAH POINT,2423,
Hunter,Great Lakes Council,BOOLAMBAYTE,2423,
Hunter,Great Lakes Council,BOOMERANG BEACH,2428,
Hunter,Great Lakes Council,BOORAL,2425,
Hunter,Great Lakes Council,BOOTI BOOTI,2428,
Hunter,Great Lakes Council,BULAHDELAH,2423,
Hunter,Great Lakes Council, BULBY BRUSH,2429,***
Hunter,Great Lakes Council,BUNDABAH,2324,
Hunter,Great Lakes Council,BUNGWAHL,2423,
Hunter,Great Lakes Council, BUNYAH,2429,***
Hunter,Great Lakes Council, BUNYAH UPPER,2429,***
Hunter,Great Lakes Council,BURGESS BEACH,2428,
Hunter,Great Lakes Council,BURRADUC,2423,
Hunter,Great Lakes Council,CAPE HAWKE,2428,
Hunter,Great Lakes Council,CARRINGTON,2324,
Hunter,Great Lakes Council,CHARLOTTES BAY,2428,
Hunter,Great Lakes Council,CLAREVAL,2425,
Hunter,Great Lakes Council,COOLONGOLOOK,2423,
Hunter,Great Lakes Council,COOMBA,2428,
Hunter,Great Lakes Council,COOMBA BAY,2428,
Hunter,Great Lakes Council,COOMBA PARK,2428,
Hunter,Great Lakes Council, CRAVEN,2422,***
Hunter,Great Lakes Council,CRAWFORD RIVER,2423,
Hunter,Great Lakes Council,CUREEKI CREEK,2423,
Hunter,Great Lakes Council,DARAWANK,2428,
Hunter,Great Lakes Council,DEWRANG,2425,
Hunter,Great Lakes Council,DIRTY CREEK,2423,
Hunter,Great Lakes Council, DUNGOG,2420,***
Hunter,Great Lakes Council,ELIZABETH BEACH,2428,
Hunter,Great Lakes Council,FAILFORD,2430,
Hunter,Great Lakes Council,FERNHILL,2425,
Hunter,Great Lakes Council,FORSTER,2428,
Hunter,Great Lakes Council,FORSTER KEYS,2428,
Hunter,Great Lakes Council,FORSTER WATERS,2428,
Hunter,Great Lakes Council,FRIENDSHIP KEY,2428,
Hunter,Great Lakes Council,GEREEBA ISLAND,2428,
Hunter,Great Lakes Council,GIRVAN,2425,
Hunter,Great Lakes Council,GREEN POINT,2428,
Hunter,Great Lakes Council,HAWKS NEST,2324,
Hunter,Great Lakes Council,JOHNSONS CREEK,2422,
Hunter,Great Lakes Council, KARUAH,2324,***
Hunter,Great Lakes Council,LEGGES CAMP,2423,
Hunter,Great Lakes Council,LIME KILN,2324,
Hunter,Great Lakes Council, LIMEBURNERS CREEK,2324,***
Hunter,Great Lakes Council,MARKWELL,2423,
Hunter,Great Lakes Council,MAYERS FLAT,2423,
Hunter,Great Lakes Council,MILBROOK,2425,
Hunter,Great Lakes Council,MILL CREEK UPPER,2425,
Hunter,Great Lakes Council,MINIMBAH,2312,
Hunter,Great Lakes Council,MONKERAI,2415,
Hunter,Great Lakes Council,MUNGO BRUSH,2324,
Hunter,Great Lakes Council,MYALL LAKES,2423,
Hunter,Great Lakes Council,MYALL UPPER,2423,
Hunter,Great Lakes Council, NABIAC,2312,***
Hunter,Great Lakes Council,NERONG,2423,
Hunter,Great Lakes Council,NEW FORSTER,2428,
Hunter,Great Lakes Council,NEWELLS CREEK,2423,
Hunter,Great Lakes Council,NOOROO,2415,
Hunter,Great Lakes Council,NORTH ARM COVE,2324,
Hunter,Great Lakes Council,NORTH PINDIMAR,2324,
Hunter,Great Lakes Council,NUGRA,2425,
Hunter,Great Lakes Council,NUGRAMUDGEE,2425,
Hunter,Great Lakes Council,PACIFIC PALMS,2428,
Hunter,Great Lakes Council,PINDIMAR,2324,
Hunter,Great Lakes Council,PIONEER PARK,2428,
Hunter,Great Lakes Council,PIPERS BAY,2428,
Hunter,Great Lakes Council,ROSENTHAL,2423,
Hunter,Great Lakes Council,SANDBAR,2428,
Hunter,Great Lakes Council,SEAL ROCKS,2423,
Hunter,Great Lakes Council,SMITHS LAKE,2428,
Hunter,Great Lakes Council,SOUTH PINDIMAR,2324,
Hunter,Great Lakes Council,STROUD,2425,
Hunter,Great Lakes Council,STROUD ROAD,2415,
Hunter,Great Lakes Council,SUGARLOAF POINT,2420,
Hunter,Great Lakes Council,TAHLEE,2324,
Hunter,Great Lakes Council,TAMBOY,2324,
Hunter,Great Lakes Council,TARBUCK BAY,2428,
Hunter,Great Lakes Council,TEA GARDENS,2324,
Hunter,Great Lakes Council,TELEGHERRY,2415,
Hunter,Great Lakes Council,TERREEL,2425,
Hunter,Great Lakes Council,THE BRANCH,2425,
Hunter,Great Lakes Council,TIONA,2428,
Hunter,Great Lakes Council,TOPI TOPI,2423,
Hunter,Great Lakes Council,TUNCURRY,2428,
Hunter,Great Lakes Council,UPPER KARUAH RIVER,2420,
Hunter,Great Lakes Council,UPPER MONKERAI,2415,
Hunter,Great Lakes Council,VIOLET HILL,2423,
Hunter,Great Lakes Council,WALLAMBA ISLAND,2422,
Hunter,Great Lakes Council,WALLINGAT,2423,
Hunter,Great Lakes Council,WALLINGAT RIVER,2423,
Hunter,Great Lakes Council,WALLIS ISLAND,2428,
Hunter,Great Lakes Council,WALLIS LAKE,2428,
Hunter,Great Lakes Council,WARDS RIVER,2422,
Hunter,Great Lakes Council,WARRANULLA,2423,
Hunter,Great Lakes Council,WASHPOOL,2425,
Hunter,Great Lakes Council,WATTLEY HILL,2423,
Hunter,Great Lakes Council,WEISMANTELS,2415,
Hunter,Great Lakes Council,WHOOTA,2428,
Hunter,Great Lakes Council,WILLINA,2423,
Hunter,Great Lakes Council,WINDA WOPPA,2324,
Hunter,Great Lakes Council,WOOTTON,2423,
Hunter,Great Lakes Council,YAGON,2423,
Hunter,Great Lakes Council,YAGON BEACH,2324,
Hunter,Lake Macquarie City Council, ADAMSTOWN HEIGHTS,2289,***
Hunter,Lake Macquarie City Council,ARCADIA VALE,2283,
Hunter,Lake Macquarie City Council,ARGENTON,2284,
Hunter,Lake Macquarie City Council,AVONDALE,2265,
Hunter,Lake Macquarie City Council,AWABA,2283,
Hunter,Lake Macquarie City Council,BALCOLYN,2264,
Hunter,Lake Macquarie City Council,BALMORAL,2283,
Hunter,Lake Macquarie City Council,BARNSLEY,2278,
Hunter,Lake Macquarie City Council,BAYSWATER,2283,
Hunter,Lake Macquarie City Council,BELMONT,2280,
Hunter,Lake Macquarie City Council,BELMONT NORTH,2280,
Hunter,Lake Macquarie City Council,BELMONT SOUTH,2280,
Hunter,Lake Macquarie City Council,BENNETTS GREEN,2290,
Hunter,Lake Macquarie City Council,BLACKALLS PARK,2283,
Hunter,Lake Macquarie City Council,BLACKSMITHS,2281,
Hunter,Lake Macquarie City Council,BOLTON POINT,2283,
Hunter,Lake Macquarie City Council,BONNELLS BAY,2264,
Hunter,Lake Macquarie City Council,BOOLAROO,2284,
Hunter,Lake Macquarie City Council,BOORAGUL,2284,
Hunter,Lake Macquarie City Council,BRIGHTWATERS,2264,
Hunter,Lake Macquarie City Council,BULGONIA,2264,
Hunter,Lake Macquarie City Council,BUTTABA,2283,
Hunter,Lake Macquarie City Council,CAMERON PARK,2285,
Hunter,Lake Macquarie City Council,CAMS WHARF,2281,
Hunter,Lake Macquarie City Council,CARDIFF,2285,
Hunter,Lake Macquarie City Council,CARDIFF HEIGHTS,2285,
Hunter,Lake Macquarie City Council,CARDIFF SOUTH,2285,
Hunter,Lake Macquarie City Council,CAREY BAY,2283,
Hunter,Lake Macquarie City Council, CATHERINE HILL BAY,2281,***
Hunter,Lake Macquarie City Council,CAVES BEACH,2281,
Hunter,Lake Macquarie City Council,CHARLESTOWN,2290,
Hunter,Lake Macquarie City Council,COAL POINT,2283,
Hunter,Lake Macquarie City Council,COCKLE CREEK,2284,
Hunter,Lake Macquarie City Council,COORANBONG,2265,
Hunter,Lake Macquarie City Council,CROUDACE BAY,2280,
Hunter,Lake Macquarie City Council,DORA CREEK,2264,
Hunter,Lake Macquarie City Council,DUDLEY,2290,
Hunter,Lake Macquarie City Council,EDGEWORTH,2285,
Hunter,Lake Macquarie City Council,ELEEBANA,2282,
Hunter,Lake Macquarie City Council,ERARING,2264,
Hunter,Lake Macquarie City Council,ESTELVILLE,2286,
Hunter,Lake Macquarie City Council,FAIRLEY,2286,
Hunter,Lake Macquarie City Council,FASSIFERN,2283,
Hunter,Lake Macquarie City Council,FENNELL BAY,2283,
Hunter,Lake Macquarie City Council,FISHING POINT,2283,
Hunter,Lake Macquarie City Council,FLORAVILLE,2280,
Hunter,Lake Macquarie City Council,FREEMANS WATERHOLE,2323,
Hunter,Lake Macquarie City Council,GARDEN CITY,2289,
Hunter,Lake Macquarie City Council,GARDEN SUBURB,2289,
Hunter,Lake Macquarie City Council,GATESHEAD,2290,
Hunter,Lake Macquarie City Council,GATESHEAD WEST,2290,
Hunter,Lake Macquarie City Council,GLENDALE,2285,
Hunter,Lake Macquarie City Council, HIGHFIELDS,2289,***
Hunter,Lake Macquarie City Council,HILLSBOROUGH,2290,
Hunter,Lake Macquarie City Council,HOLMESVILLE,2286,
Hunter,Lake Macquarie City Council,JEWELLS,2280,
Hunter,Lake Macquarie City Council,JEWELLS CROSSING,2280,
Hunter,Lake Macquarie City Council,KAHIBAH,2290,
Hunter,Lake Macquarie City Council,KENDALL GRANGE,2264,
Hunter,Lake Macquarie City Council,KILABEN BAY,2283,
Hunter,Lake Macquarie City Council,KILLINGWORTH,2278,
Hunter,Lake Macquarie City Council, KOTARA HEIGHTS,2289,***
Hunter,Lake Macquarie City Council, KOTARA SOUTH,2289,***
Hunter,Lake Macquarie City Council,LAKE MACQUARIE,2284,
Hunter,Lake Macquarie City Council,LAKE VIEW,2267,
Hunter,Lake Macquarie City Council,LAKELANDS,2282,
Hunter,Lake Macquarie City Council,LITTLE PELICAN,2281,
Hunter,Lake Macquarie City Council,MACQUARIE HILLS,2285,
Hunter,Lake Macquarie City Council,MANDALONG,2264,
Hunter,Lake Macquarie City Council,MARKS POINT,2280,
Hunter,Lake Macquarie City Council,MARMONG POINT,2284,
Hunter,Lake Macquarie City Council,MARTINSVILLE,2265,
Hunter,Lake Macquarie City Council,MIDDLE CAMP,2281,
Hunter,Lake Macquarie City Council,MIRRABOOKA,2264,
Hunter,Lake Macquarie City Council,MORISSET,2264,
Hunter,Lake Macquarie City Council,MORISSET PARK,2264,
Hunter,Lake Macquarie City Council,MOUNT HUTTON,2290,
Hunter,Lake Macquarie City Council,MYUNA BAY,2264,
Hunter,Lake Macquarie City Council, NEW LAMBTON HEIGHTS,2305,***
Hunter,Lake Macquarie City Council,NORDS WHARF,2281,
Hunter,Lake Macquarie City Council,ODONNELL TOWN,2286,
Hunter,Lake Macquarie City Council,PELICAN,2281,
Hunter,Lake Macquarie City Council,PELICAN FLAT,2281,
Hunter,Lake Macquarie City Council,PELICAN FLATS,2281,
Hunter,Lake Macquarie City Council, RANKIN PARK,2287,***
Hunter,Lake Macquarie City Council,RATHMINES,2283,
Hunter,Lake Macquarie City Council,REDHEAD,2290,
Hunter,Lake Macquarie City Council,RYHOPE,2283,
Hunter,Lake Macquarie City Council,SEAHAMPTON,2286,
Hunter,Lake Macquarie City Council,SILVERWATER,2264,
Hunter,Lake Macquarie City Council,SKYE POINT,2283,
Hunter,Lake Macquarie City Council,SPEERS POINT,2284,
Hunter,Lake Macquarie City Council,STINGAREE POINT,2264,
Hunter,Lake Macquarie City Council,SUNSHINE,2264,
Hunter,Lake Macquarie City Council,SWANSEA,2281,
Hunter,Lake Macquarie City Council,SWANSEA HEADS,2281,
Hunter,Lake Macquarie City Council,TERALBA,2284,
Hunter,Lake Macquarie City Council,TINGIRA HEIGHTS,2290,
Hunter,Lake Macquarie City Council,TORONTO,2283,
Hunter,Lake Macquarie City Council,TORONTO WEST,2283,
Hunter,Lake Macquarie City Council,VALENTINE,2280,
Hunter,Lake Macquarie City Council,VIOLET TOWN,2290,
Hunter,Lake Macquarie City Council,WAKEFIELD,2278,
Hunter,Lake Macquarie City Council,WANGI,2267,
Hunter,Lake Macquarie City Council,WANGI POINT,2267,
Hunter,Lake Macquarie City Council,WANGI WANGI,2267,
Hunter,Lake Macquarie City Council,WARNERS BAY,2282,
Hunter,Lake Macquarie City Council,WEST WALLSEND,2286,
Hunter,Lake Macquarie City Council,WHITEBRIDGE,2290,
Hunter,Lake Macquarie City Council,WINDALE,2306,
Hunter,Lake Macquarie City Council,WINDERMERE PARK,2264,
Hunter,Lake Macquarie City Council,WOODRISING,2284,
Hunter,Lake Macquarie City Council, WYEE,2259,***
Hunter,Lake Macquarie City Council,WYEE POINT,2259,
Hunter,Lake Macquarie City Council,YARRAWONGA PARK,2264,
Hunter,Maitland City Council,ABERGLASSLYN,2320,
Hunter,Maitland City Council, ALLANDALE,2320,***
Hunter,Maitland City Council,ANAMBAH,2320,
Hunter,Maitland City Council,ASHTONFIELD,2323,
Hunter,Maitland City Council,BERRY PARK,2321,
Hunter,Maitland City Council, BISHOPS BRIDGE,2326,***
Hunter,Maitland City Council,BOLWARRA,2320,
Hunter,Maitland City Council,BOLWARRA HEIGHTS,2320,
Hunter,Maitland City Council,BRISBANEFIELD,2321,
Hunter,Maitland City Council, BUCHANAN,2323,***
Hunter,Maitland City Council,CAMPBELL HILL,2320,
Hunter,Maitland City Council,DAGWORTH,2320,
Hunter,Maitland City Council, DALWOOD,2335,***
Hunter,Maitland City Council,DUCKENFIELD,2321,
Hunter,Maitland City Council,EAST GRETA,2321,
Hunter,Maitland City Council,EAST MAITLAND,2323,
Hunter,Maitland City Council,EASTVILLE,2323,
Hunter,Maitland City Council,FARLEY,2320,
Hunter,Maitland City Council,GILLIESTON HEIGHTS,2321,
Hunter,Maitland City Council,GOSFORTH,2320,
Hunter,Maitland City Council,GREENHILLS,2323,
Hunter,Maitland City Council, GRETA,2334,***
Hunter,Maitland City Council,HARPERS HILL,2321,
Hunter,Maitland City Council,HILLSBOROUGH,2320,
Hunter,Maitland City Council,HORSESHOE BEND,2320,
Hunter,Maitland City Council, LAMBS CREEK,2335,***
Hunter,Maitland City Council, LAMBS VALLEY,2335,***
Hunter,Maitland City Council,LARGS,2320,
Hunter,Maitland City Council,LOCHINVAR,2321,
Hunter,Maitland City Council,LORN,2320,
Hunter,Maitland City Council,LOUTH PARK,2320,
Hunter,Maitland City Council,LUSKINTYRE,2321,
Hunter,Maitland City Council,MAITLAND,2320,
Hunter,Maitland City Council,MAITLAND NORTH,2320,
Hunter,Maitland City Council,MAITLAND VALE,2320,
Hunter,Maitland City Council,MELVILLE,2320,
Hunter,Maitland City Council,METFORD,2323,
Hunter,Maitland City Council,METFORD MEADOWS,2323,
Hunter,Maitland City Council,MILLERS FOREST,2324,
Hunter,Maitland City Council,MINDARIBBA,2320,
Hunter,Maitland City Council,MORPETH,2321,
Hunter,Maitland City Council,MOUNT DEE,2320,
Hunter,Maitland City Council,OAKHAMPTON,2320,
Hunter,Maitland City Council,OAKHAMPTON HEIGHTS,2320,
Hunter,Maitland City Council,OSWALD,2321,
Hunter,Maitland City Council,PARKWOOD VILLAGE,2322,
Hunter,Maitland City Council,PHOENIX PARK,2321,
Hunter,Maitland City Council,PITNACREE,2323,
Hunter,Maitland City Council,RATHLUBA,2323,
Hunter,Maitland City Council,RAWORTH,2321,
Hunter,Maitland City Council,ROSEBROOK,2320,
Hunter,Maitland City Council,RUTHERFORD,2320,
Hunter,Maitland City Council,SOUTH MAITLAND,2320,
Hunter,Maitland City Council,ST PETERS,2320,
Hunter,Maitland City Council,TELARAH,2320,
Hunter,Maitland City Council,TENAMBIT,2323,
Hunter,Maitland City Council,THORNTON,2322,
Hunter,Maitland City Council,TOCAL,2421,
Hunter,Maitland City Council,WINDELLA,2320,
Hunter,Maitland City Council,WINDERMERE,2321,
Hunter,Maitland City Council,WOODBERRY,2322,
Hunter,Maitland City Council, WOODVILLE,2321,***
Hunter,Muswellbrook Shire Council,ALCHERINGA,2328,
Hunter,Muswellbrook Shire Council,ALLAN CUNNINGHAM,2328,
Hunter,Muswellbrook Shire Council,ANTIENE,2333,
Hunter,Muswellbrook Shire Council,ARROWFIELD,2330,
Hunter,Muswellbrook Shire Council,BAERAMI,2333,
Hunter,Muswellbrook Shire Council,BAERAMI CREEK,2333,
Hunter,Muswellbrook Shire Council,BAERAMI SOUTH,2333,
Hunter,Muswellbrook Shire Council,BENGALLA,2333,
Hunter,Muswellbrook Shire Council,BUREEN,2328,
Hunter,Muswellbrook Shire Council,CASTLE ROCK,2333,
Hunter,Muswellbrook Shire Council,COXS GAP,2328,
Hunter,Muswellbrook Shire Council,DALSWINTON,2328,
Hunter,Muswellbrook Shire Council,DANGAR,2309,
Hunter,Muswellbrook Shire Council,DARTMOUTH,2336,
Hunter,Muswellbrook Shire Council,DENMAN,2328,
Hunter,Muswellbrook Shire Council,DUNBARS CREEK,2333,
Hunter,Muswellbrook Shire Council,EDDERTON,2333,
Hunter,Muswellbrook Shire Council,EDINGLASSIE,2333,
Hunter,Muswellbrook Shire Council,ESDAI,2328,
Hunter,Muswellbrook Shire Council,GIANTS CREEK,2328,
Hunter,Muswellbrook Shire Council,GLEN GALLIC,2328,
Hunter,Muswellbrook Shire Council,GRASS TREE,2333,
Hunter,Muswellbrook Shire Council,GRASSTREE,2333,
Hunter,Muswellbrook Shire Council,HOLLYDEEN,2328,
Hunter,Muswellbrook Shire Council,HORSESHOE,2336,
Hunter,Muswellbrook Shire Council,HORTON PARK,2328,
Hunter,Muswellbrook Shire Council, JERRYS PLAINS,2330,***
Hunter,Muswellbrook Shire Council,KAYUGA,2333,
Hunter,Muswellbrook Shire Council,KERRABEE,2328,
Hunter,Muswellbrook Shire Council,KOOLBURY,2333,
Hunter,Muswellbrook Shire Council, LIDDELL,2333,***
Hunter,Muswellbrook Shire Council,MANGOOLA,2328,
Hunter,Muswellbrook Shire Council,MANOBALAI,2333,
Hunter,Muswellbrook Shire Council,MARKETOWN,2309,
Hunter,Muswellbrook Shire Council,MARTINDALE,2328,
Hunter,Muswellbrook Shire Council,MCCULLYS GAP,2333,
Hunter,Muswellbrook Shire Council,MOUNT DANGAR,2333,
Hunter,Muswellbrook Shire Council,MOUNT REST,2333,
Hunter,Muswellbrook Shire Council,MUSCLE CREEK,2333,
Hunter,Muswellbrook Shire Council,MUSWELLBROOK,2333,
Hunter,Muswellbrook Shire Council,MUSWELLBROOK NORTH,2333,
Hunter,Muswellbrook Shire Council,MUSWELLBROOK SOUTH,2333,
Hunter,Muswellbrook Shire Council,MYAMBAT,2328,
Hunter,Muswellbrook Shire Council,OAKLEIGH STUD,2333,
Hunter,Muswellbrook Shire Council,OLD YARRAWA,2328,
Hunter,Muswellbrook Shire Council,PICKERING,2328,
Hunter,Muswellbrook Shire Council,PIERCEFIELD,2333,
Hunter,Muswellbrook Shire Council,RICHMOND GROVE,2333,
Hunter,Muswellbrook Shire Council,ROSEMOUNT,2328,
Hunter,Muswellbrook Shire Council,ROXBURGH,2333,
Hunter,Muswellbrook Shire Council,SANDY HOLLOW,2333,
Hunter,Muswellbrook Shire Council,THE HORSESHOE,2328,
Hunter,Muswellbrook Shire Council,WIDDEN,2328,
Hunter,Muswellbrook Shire Council,WIDDEN VALLEY,2328,
Hunter,Muswellbrook Shire Council,WYBONG,2333,
Hunter,Muswellbrook Shire Council,YARRAWA,2328,
Hunter,Newcastle City Council,ADAMSTOWN,2289,
Hunter,Newcastle City Council, ADAMSTOWN HEIGHTS,2289,***
Hunter,Newcastle City Council,ASH ISLAND,2322,
Hunter,Newcastle City Council,BAR BEACH,2300,
Hunter,Newcastle City Council,BERESFIELD,2322,
Hunter,Newcastle City Council,BIRMINGHAM GARDENS,2287,
Hunter,Newcastle City Council, BLACK HILL,2322,***
Hunter,Newcastle City Council,BROADMEADOW,2292,
Hunter,Newcastle City Council,CALLAGHAN,2308,
Hunter,Newcastle City Council,CARRINGTON,2294,
Hunter,Newcastle City Council,CIVIC STATION,2300,
Hunter,Newcastle City Council,COOKS HILL,2300,
Hunter,Newcastle City Council,ELERMORE VALE,2287,
Hunter,Newcastle City Council,ELLERMORE VALE,2287,
Hunter,Newcastle City Council,FLETCHER,2287,
Hunter,Newcastle City Council,FORT WALLACE,2295,
Hunter,Newcastle City Council,GEORGETOWN,2298,
Hunter,Newcastle City Council,HAMILTON,2303,
Hunter,Newcastle City Council,HAMILTON EAST,2303,
Hunter,Newcastle City Council,HAMILTON NORTH,2292,
Hunter,Newcastle City Council,HAMILTON SOUTH,2303,
Hunter,Newcastle City Council,HEXHAM,2322,
Hunter,Newcastle City Council, HIGHFIELDS,2289,***
Hunter,Newcastle City Council,ISLINGTON,2296,
Hunter,Newcastle City Council,JESMOND,2299,
Hunter,Newcastle City Council,KOORAGANG,2304,
Hunter,Newcastle City Council,KOORAGANG ISLAND,2304,
Hunter,Newcastle City Council,KOTARA,2289,
Hunter,Newcastle City Council,KOTARA EAST,2305,
Hunter,Newcastle City Council,KOTARA FAIR,2289,
Hunter,Newcastle City Council, KOTARA HEIGHTS,2289,***
Hunter,Newcastle City Council, KOTARA SOUTH,2289,***
Hunter,Newcastle City Council,LAMBTON,2299,
Hunter,Newcastle City Council,LAMBTON EAST,2299,
Hunter,Newcastle City Council,LAMBTON NORTH,2299,
Hunter,Newcastle City Council,LENAGHAN,2322,
Hunter,Newcastle City Council,MARYLAND,2287,
Hunter,Newcastle City Council,MARYVILLE,2293,
Hunter,Newcastle City Council,MAYFIELD,2304,
Hunter,Newcastle City Council,MAYFIELD EAST,2304,
Hunter,Newcastle City Council,MAYFIELD NORTH,2304,
Hunter,Newcastle City Council,MAYFIELD WEST,2304,
Hunter,Newcastle City Council,MEREWETHER,2291,
Hunter,Newcastle City Council,MEREWETHER HEIGHTS,2291,
Hunter,Newcastle City Council,MINMI,2287,
Hunter,Newcastle City Council,NEW LAMBTON,2305,
Hunter,Newcastle City Council, NEW LAMBTON HEIGHTS,2305,***
Hunter,Newcastle City Council,NEWCASTLE,2300,
Hunter,Newcastle City Council,NEWCASTLE EAST,2300,
Hunter,Newcastle City Council,NEWCASTLE HILL,2300,
Hunter,Newcastle City Council,NEWCASTLE UNIVERSITY,2308,
Hunter,Newcastle City Council,NEWCASTLE WEST,2302,
Hunter,Newcastle City Council,PLATTSBURG,2287,
Hunter,Newcastle City Council,PORT WARATAH,2300,
Hunter,Newcastle City Council, RANKIN PARK,2287,***
Hunter,Newcastle City Council,SANDGATE,2304,
Hunter,Newcastle City Council,SHORTLAND,2307,
Hunter,Newcastle City Council,STOCKTON,2295,
Hunter,Newcastle City Council,TARRO,2322,
Hunter,Newcastle City Council,THE GLEBE,2291,
Hunter,Newcastle City Council,THE HILL,2300,
Hunter,Newcastle City Council,THE JUNCTION,2291,
Hunter,Newcastle City Council,TIGHES HILL,2297,
Hunter,Newcastle City Council,WALLSEND,2287,
Hunter,Newcastle City Council,WALLSEND SOUTH,2287,
Hunter,Newcastle City Council,WARABROOK,2304,
Hunter,Newcastle City Council,WARATAH,2298,
Hunter,Newcastle City Council,WARATAH WEST,2298,
Hunter,Newcastle City Council,WAYABA,2322,
Hunter,Newcastle City Council,WICKHAM,2293,
Hunter,Newcastle City Council,WICKHAM NORTH,2293,
Hunter,Port Stephens Council,ANNA BAY,2316,
Hunter,Port Stephens Council,BALICKERA,2324,
Hunter,Port Stephens Council,BARDOUROKA,2315,
Hunter,Port Stephens Council,BIRUBI POINT,2317,
Hunter,Port Stephens Council,BOAT HARBOUR,2316,
Hunter,Port Stephens Council,BOBS FARM,2316,
Hunter,Port Stephens Council,BOWTHORNE,2320,
Hunter,Port Stephens Council,BRANDY HILL,2324,
Hunter,Port Stephens Council,BUTTERWICK,2321,
Hunter,Port Stephens Council,CAMPVALE,2318,
Hunter,Port Stephens Council,CORLETTE,2315,
Hunter,Port Stephens Council,CROMARTYS BAY,2317,
Hunter,Port Stephens Council,DORA BANK,2321,
Hunter,Port Stephens Council,DUNS CREEK,2321,
Hunter,Port Stephens Council,DUTCHMANS BAY,2315,
