host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
6,6,4,2,2,300,4,1125,4,4,1125,1125,4,1125,23,53,83,358,3,0,0,,,,,,,,4,1,0,0.06
2,2,4,1,2,90,4,14,4,4,14,14,4,14,30,60,90,365,23,0,0,97,10,10,10,10,9,9,2,1,1,0.43
2,2,3,1,2,42,3,1125,2,3,1125,1125,2.4,1125,0,0,0,0,82,16,0,91,10,9,10,10,9,9,3,3,0,1.57
1,1,6,3,4,195,2,1124,2,2,1124,1124,2,1124,0,0,0,0,120,12,0,96,10,10,10,10,10,9,1,1,0,2.25
2,2,4,1,2,39,2,30,2,2,1125,1125,2,1125,2,2,2,54,230,17,0,94,10,10,10,10,9,9,2,2,0,4.28
69,69,6,3,3,197,2,1125,2,7,1125,1125,3,1125,0,0,0,0,8,1,0,85,10,9,9,10,9,8,54,54,0,0.21
1,1,4,2,2,144,2,1125,2,2,1125,1125,2,1125,0,0,21,111,19,0,0,98,10,10,10,10,9,10,1,1,0,0.36
5,5,2,1,1,19,555,555,555,555,555,555,555,555,30,60,90,365,4,0,0,50,6,5,8,7,6,5,5,0,5,0.07
1,1,2,1,2,30,1,1125,1,1,1125,1125,1,1125,30,51,70,345,34,0,0,97,10,10,10,10,9,10,1,0,1,0.63
1,1,2,1,1,29,2,29,2,2,29,29,2,29,0,0,0,51,18,1,0,96,10,9,10,10,9,9,1,0,1,0.34
1,1,3,2,2,80,2,28,2,2,28,28,2,28,24,50,71,71,86,9,0,98,10,10,10,10,10,10,1,1,0,1.63
2,2,4,1,2,129,2,60,2,2,60,60,2,60,0,0,0,82,27,1,0,95,9,9,10,10,9,9,1,1,0,0.52
1,1,2,,1,71,2,21,2,4,21,21,2.1,21,24,54,84,264,81,3,0,98,10,10,10,10,10,10,1,1,0,1.55
2,2,2,1,1,55,2,40,2,2,1125,1125,2,1125,0,0,0,0,121,18,0,97,10,10,10,10,10,10,1,1,0,2.27
3,3,4,2,3,127,3,190,3,3,190,190,3,190,1,1,1,1,180,19,0,98,10,10,10,10,10,10,1,1,0,3.35
1,1,7,3,3,198,3,31,3,3,31,31,3,31,0,0,25,119,13,1,0,97,10,9,10,10,9,9,1,1,0,0.48
1,1,5,2,3,130,2,21,2,2,21,21,2,21,0,0,0,214,60,3,0,100,10,10,10,10,10,10,1,1,0,1.12
1,1,2,1,1,100,1,1125,1,1,1125,1125,1,1125,30,60,90,365,9,0,0,98,10,10,10,10,10,10,1,0,1,0.62
2,2,4,1,2,65,2,1000,2,2,1125,1125,2,1125,29,56,84,96,303,41,1,98,10,10,10,10,10,10,2,2,0,5.86
1,1,2,1,1,59,2,21,2,2,21,21,2,21,0,0,0,0,138,7,0,98,10,10,10,10,10,10,1,1,0,2.61
1,1,2,1,1,65,2,7,2,2,7,7,2,7,0,0,0,0,178,7,0,98,10,10,10,10,10,10,1,0,1,3.31
1,1,2,1,1,34,1,1125,1,1,1125,1125,1,1125,0,0,0,52,23,0,0,98,10,10,10,10,9,10,1,0,1,0.43
1,1,3,1,1,50,2,1125,2,2,1125,1125,2,1125,23,53,83,349,124,28,2,97,10,10,10,10,10,10,1,1,0,2.31
4,4,6,3,3,109,2,1125,2,2,1125,1125,2,1125,26,51,77,250,187,25,0,93,9,9,10,10,10,9,4,4,0,3.86
1,1,4,2,2,175,3,30,3,3,30,30,3,30,23,53,83,173,0,0,0,,,,,,,,1,1,0,
0,0,1,1,1,51,1,30,1,1,30,30,1,30,1,1,1,1,19,0,0,82,9,8,9,10,9,8,1,0,1,0.35
1,1,2,1,1,56,1,14,1,1,14,14,1,14,29,59,89,269,63,2,0,98,10,10,10,10,9,10,1,0,1,1.24
1,1,2,1,1,29,2,7,2,2,7,7,2,7,22,52,82,172,31,0,0,96,10,9,10,10,9,10,1,0,1,0.59
4,4,6,2,2,183,1,1125,1,1,1125,1125,1,1125,25,51,80,345,21,0,0,94,10,10,10,9,10,9,4,3,0,0.4
1,1,2,1,1,85,2,1125,2,2,1125,1125,2,1125,30,60,90,180,12,0,0,95,10,10,10,10,10,10,1,0,1,0.22
25,25,6,3,3,123,2,28,2,2,1125,1125,2,1125,22,31,61,329,13,1,0,100,10,10,10,10,10,9,25,25,0,0.24
1,1,4,2,2,91,1,1125,1,1,1125,1125,1,1125,0,20,50,50,30,1,0,97,10,9,10,10,9,10,1,1,0,0.57
2,2,1,1,1,19,1,1125,1,1,1125,1125,1,1125,30,60,90,161,24,0,0,96,10,10,10,10,9,10,1,0,1,0.45
0,0,8,3,4,135,3,1125,3,3,1125,1125,3,1125,0,0,0,0,10,0,0,86,9,10,10,9,8,9,1,1,0,0.23
2,2,2,1,1,45,2,12,2,2,12,12,2,12,20,30,30,30,56,3,0,98,10,10,10,10,10,10,2,1,1,1.09
3,3,4,1,2,120,1,28,1,1,28,28,1,28,22,52,82,357,8,0,0,93,10,10,9,10,9,9,2,2,0,0.15
1,1,2,1,1,80,4,1125,4,4,1125,1125,4,1125,0,0,0,78,65,3,0,97,10,9,10,10,10,10,1,1,0,1.24
1,1,3,1,3,37,1,1125,1,1,1125,1125,1,1125,0,0,0,0,148,6,0,97,10,10,10,10,9,9,1,1,0,2.81
2,2,2,1,1,40,1,7,1,1,7,7,1,7,20,50,80,80,119,1,0,96,10,10,10,10,10,10,2,0,2,2.22
2,2,2,1,1,50,1,9,1,1,9,9,1,9,21,51,81,81,13,0,0,98,10,10,10,10,10,10,2,0,2,0.27
1,1,3,1,1,70,3,1125,3,3,1125,1125,3,1125,28,58,88,363,5,0,0,75,8,7,8,8,9,8,1,1,0,0.09
1,1,4,1,1,90,4,20,4,6,1125,1125,4.1,1125,0,0,0,4,193,20,0,94,10,10,10,10,10,9,1,1,0,3.82
1,1,1,1,1,28,3,30,3,3,30,30,3,30,29,59,89,364,27,1,0,100,10,10,10,10,10,10,1,0,1,0.53
1,1,4,1,2,85,3,14,3,3,14,14,3,14,0,0,0,0,82,6,0,99,10,10,10,10,9,10,1,1,0,1.98
3,3,5,2,2,170,3,1125,3,3,1125,1125,3,1125,29,59,89,352,146,28,0,98,10,10,10,10,10,10,1,1,0,2.81
3,3,4,2,2,84,2,1125,1,2,1125,1125,2,1125,21,37,58,266,379,69,6,96,10,9,10,10,10,9,1,1,0,7.4
10,10,2,1,1,21,2,1125,2,3,1125,1125,2.3,1125,26,56,86,361,83,11,2,91,10,9,10,10,10,10,9,1,8,1.57
10,10,2,1,1,23,2,1125,2,2,1125,1125,2,1125,0,9,39,314,87,4,0,92,10,9,10,10,10,10,9,1,8,1.65
10,10,2,1,1,25,2,1125,2,2,1125,1125,2,1125,0,0,0,0,83,6,1,87,10,8,10,9,10,9,9,1,8,1.58
1,1,2,1,2,65,1,21,1,1,21,21,1,21,28,58,88,363,3,0,0,100,10,10,10,10,10,10,1,0,1,0.06
1,1,4,2,2,115,2,7,2,2,7,7,2,7,30,60,90,90,38,0,0,97,10,10,10,10,9,9,1,0,1,0.71
2,2,2,1,2,55,2,1125,2,2,1125,1125,2,1125,21,51,77,348,202,19,0,99,10,10,10,10,10,10,1,1,0,3.84
2,2,2,1,1,29,2,5,2,2,5,5,2,5,0,0,0,0,95,2,0,96,10,9,10,10,9,10,1,0,1,1.84
69,69,8,4,4,391,2,1125,2,7,1125,1125,2.8,1125,29,55,82,339,39,3,0,95,10,9,9,9,10,9,54,54,0,0.75
1,1,4,2,3,90,4,14,4,4,14,14,4,14,0,0,0,0,5,0,0,100,10,10,10,10,10,10,1,1,0,0.1
1,1,2,1,1,20,1,1125,1,1,1125,1125,1,1125,1,2,2,2,14,0,0,86,9,8,10,10,10,9,1,0,1,0.47
1,1,4,2,3,110,2,14,2,2,1125,1125,2,1125,0,0,0,0,71,7,0,98,10,10,10,10,10,10,1,1,0,1.38
1,1,6,3,5,200,2,30,2,2,30,30,2,30,0,0,0,0,25,0,0,98,10,10,10,10,9,10,1,1,0,0.49
1,1,2,1,2,100,7,28,7,7,28,28,7,28,23,53,83,83,0,0,0,,,,,,,,1,0,1,
2,2,4,1,1,76,1,21,1,1,1125,1125,1,1125,7,7,7,233,449,60,5,97,10,9,10,10,10,9,1,1,0,8.51
0,0,2,1,1,30,2,5,2,2,5,5,2,5,0,0,0,0,31,1,0,95,10,10,9,9,9,10,1,0,1,0.58
1,1,2,1,1,44,3,1125,3,3,1125,1125,3,1125,0,0,0,0,15,0,0,99,10,10,10,10,9,10,1,0,1,0.29
2,2,8,3,5,463,2,5,2,2,5,5,2,5,0,4,34,34,10,1,0,94,10,10,10,10,10,9,1,1,0,0.25
2,2,2,1,1,64,2,1125,2,2,1125,1125,2,1125,29,59,89,358,42,3,0,99,10,9,10,10,10,10,2,0,2,0.81
1,1,6,3,3,250,2,14,2,2,14,14,2,14,0,0,0,0,2,0,0,,,,,,,,1,1,0,0.04
1,1,2,1,1,96,2,7,2,2,7,7,2,7,21,43,62,297,105,8,0,100,10,10,10,10,10,10,1,1,0,2.06
1,1,4,2,3,97,2,1125,2,2,1125,1125,2,1125,1,7,33,33,165,11,1,98,10,10,10,10,10,10,1,1,0,3.12
1,1,2,1,1,39,2,1125,2,2,1125,1125,2,1125,0,0,0,0,130,13,0,99,10,10,10,10,10,10,1,0,1,2.51
4,4,3,1,2,90,3,1125,3,4,1125,1125,3.3,1125,29,59,89,89,5,0,0,96,10,10,10,10,10,9,4,0,4,0.09
2,2,2,1,0,80,2,1125,2,2,1125,1125,2,1125,30,59,76,351,18,0,0,100,10,10,10,10,10,10,2,0,2,0.35
1,1,2,1,2,109,2,31,2,2,31,31,2,31,30,53,53,135,4,2,0,100,10,10,10,10,10,10,1,0,1,0.08
4,4,4,2,2,175,2,45,2,5,1125,1125,2.1,1125,0,0,0,0,10,1,0,100,10,10,10,10,10,10,3,0,3,0.36
2,2,5,2,3,48,3,1125,3,3,1125,1125,3,1125,7,25,36,206,219,32,0,98,10,10,10,10,10,9,2,2,0,4.25
1,1,4,3,3,100,3,14,3,3,14,14,3,14,23,53,83,263,7,0,0,88,10,8,10,10,10,9,1,1,0,0.17
1,1,1,1,0,32,3,1125,3,3,1125,1125,3,1125,30,60,90,365,70,4,0,93,10,10,10,10,10,9,2,0,2,1.36
1,1,4,2,3,86,2,1124,2,7,999,999,4.5,999,21,44,73,289,249,18,0,97,10,10,10,10,10,9,1,1,0,4.72
3,3,2,1,1,65,2,1125,2,2,1125,1125,2,1125,30,60,90,90,43,0,0,100,10,10,10,10,9,10,1,0,1,0.82
1,1,8,3,4,59,2,30,2,2,30,30,2,30,1,1,1,1,217,26,0,96,10,9,10,10,10,9,4,4,0,4.1
1,1,6,3,5,250,3,18,3,3,18,18,3,18,0,0,19,294,12,0,0,100,10,10,10,10,10,9,1,1,0,0.23
2,2,2,1,1,34,1,1125,1,1,1125,1125,1,1125,30,54,72,343,128,10,1,95,10,10,10,10,10,10,2,0,2,2.51
1,1,6,2,3,129,2,90,2,2,1125,1125,2,1125,1,1,1,1,174,18,0,94,10,10,10,10,10,9,1,1,0,3.29
1,1,2,1,1,48,1,1125,1,1,1125,1125,1,1125,28,58,84,174,82,0,0,95,10,10,10,10,10,10,1,0,1,1.59
6,6,6,2,4,62.86,3,30,2,3,30,30,2.7,30,29,59,89,364,17,0,0,91,10,9,10,10,9,9,7,2,5,0.33
1,1,4,2,2,86,2,1124,2,7,999,999,4.5,999,0,0,0,0,165,26,2,97,10,10,10,10,10,10,1,1,0,4
2,2,4,2,2,140,7,1125,7,7,1125,1125,7,1125,29,59,89,89,1,0,0,100,10,10,10,10,10,8,1,1,0,0.02
3,3,2,1,1,55,1,1125,1,1,1125,1125,1,1125,14,41,60,223,309,46,4,98,10,10,10,9,10,10,2,2,0,5.95
11,11,2,1,1,28,25,1124,25,25,1124,1124,25,1124,0,0,0,174,26,0,0,85,9,8,9,9,8,9,13,3,10,0.49
1,1,1,1,1,30,1,1125,1,1,1125,1125,1,1125,29,59,89,89,9,0,0,100,10,10,10,10,9,10,1,0,1,0.22
36,36,6,3,5,104,1,30,1,7,7,30,2.3,28.8,1,1,1,1,44,9,1,95,10,10,10,10,10,10,14,14,0,0.84
2,2,3,1,1,73,12,1125,12,12,1125,1125,12,1125,30,60,90,365,0,0,0,,,,,,,,1,1,0,
1,1,1,1,1,24,1,60,1,1,60,60,1,60,0,0,0,143,206,18,1,98,10,10,10,10,10,10,1,0,1,3.89
2,2,2,1,1,41,2,1125,2,2,1125,1125,2,1125,0,0,16,196,72,0,0,87,9,9,10,10,9,9,1,0,1,1.37
2,2,2,1,1,25,14,1125,14,14,1125,1125,14,1125,0,0,30,120,192,10,0,98,10,10,10,10,10,10,1,0,1,3.65
9,9,8,4,5,220,3,1124,3,5,1124,1124,3.1,1124,29,59,89,89,64,9,0,96,10,10,10,10,10,9,8,8,0,1.24
4,4,10,5,10,329,3,30,3,3,30,30,3,30,0,0,19,258,119,8,0,97,10,10,10,10,10,10,1,1,0,2.29
1,1,9,3,6,74,2,35,2,2,1125,1125,2,1125,2,20,50,137,218,21,2,98,10,10,10,10,10,10,1,1,0,4.16
1,1,5,2,3,100,3,1125,3,3,1125,1125,3,1125,22,51,73,287,68,10,1,96,10,9,10,10,10,9,1,1,0,1.41
1,1,4,2,2,110,3,10,3,3,10,10,3,10,28,58,88,363,24,1,1,98,10,10,10,10,9,10,1,1,0,0.47
1,1,2,1,1,200,2,30,2,2,30,30,2,30,9,30,57,57,124,1,0,99,10,10,10,10,10,10,1,1,0,2.37
1,1,16,4,14,308,2,14,2,3,14,14,2.3,14,0,0,0,0,36,7,0,96,10,9,10,10,10,10,1,1,0,0.72
1,1,2,1,0,42,1,1125,1,1,1125,1125,1,1125,0,0,16,16,324,11,0,99,10,10,10,10,10,10,1,0,1,6.15
3,3,4,2,3,80,3,90,2,3,90,90,2.7,90,26,56,86,176,25,1,0,95,10,10,10,10,9,9,3,1,2,0.47
2,2,2,1,1,23,2,1125,2,2,1125,1125,2,1125,0,0,20,295,58,5,0,91,9,9,10,10,9,9,2,0,2,1.13
2,2,4,1,4,44,2,30,2,2,30,30,2,30,29,59,89,179,2,0,0,90,9,9,10,10,8,8,1,0,1,0.05
2,2,4,2,2,185,2,1125,2,2,1125,1125,2,1125,30,60,90,180,26,1,0,88,9,9,9,9,9,9,2,1,1,0.5
2,2,4,2,2,299,2,1125,2,2,1125,1125,2,1125,0,0,1,24,124,0,0,94,10,10,9,10,9,9,2,2,0,2.35
4,4,2,1,1,49,1,1125,1,1,1125,1125,1,1125,30,60,90,363,21,2,0,89,9,9,10,10,9,9,4,0,4,0.42
1,1,4,1,1,60,2,60,2,2,1125,1125,2,1125,1,1,9,236,126,15,0,98,10,10,10,10,10,10,1,1,0,2.42
1,1,2,1,1,30,1,1125,1,1,1125,1125,1,1125,30,60,90,365,5,0,0,72,10,6,7,8,8,8,1,0,1,0.1
1,1,6,2,3,180,2,1125,1,2,1125,1125,1.3,1125,0,0,0,0,51,10,0,96,10,10,10,10,9,10,1,1,0,0.99
1,1,1,1,1,25,1,1125,1,1,1125,1125,1,1125,5,5,6,226,67,7,3,93,10,9,10,10,10,9,1,0,1,1.27
1,1,2,1,1,40,1,1125,1,1,1125,1125,1,1125,27,57,80,355,304,24,1,99,10,10,10,10,10,10,1,0,1,5.78
2,2,5,2,4,72,1,1125,1,1,1125,1125,1,1125,20,49,79,266,338,80,7,98,10,10,10,10,10,10,1,1,0,6.62
1,1,2,1,1,35,3,8,3,3,8,8,3,8,0,0,0,0,75,0,0,97,10,10,10,10,9,10,1,0,1,1.45
89,89,5,2,3,65,2,180,2,2,1125,1125,2,1125,1,1,1,1,338,41,2,97,10,10,10,10,10,10,4,4,0,7.36
1,1,4,1,2,22,2,30,2,2,1125,1125,2,1125,0,0,0,0,99,4,0,99,10,10,10,10,10,10,1,0,1,1.94
1,1,5,2,2,75,14,1125,14,14,1125,1125,14,1125,20,50,80,170,227,19,0,97,10,10,10,10,10,10,1,1,0,4.33
0,0,4,2,2,87,2,1124,2,7,999,999,4.5,999,19,45,68,269,79,14,2,92,10,10,9,10,10,9,1,1,0,1.52
1,1,2,1,1,60,2,14,2,3,1125,1125,2,1125,0,0,0,0,204,21,1,99,10,10,10,10,10,10,1,1,0,3.87
1,1,2,1,1,110,3,30,3,3,30,30,3,30,28,58,88,88,15,1,0,97,10,10,10,10,9,10,1,1,0,0.3
1,1,2,1,1,200,7,1125,7,7,1125,1125,7,1125,0,0,0,0,19,0,0,98,10,10,10,10,10,10,1,0,1,0.36
3,3,4,1,1,55,2,30,2,2,30,30,2,30,28,58,88,363,42,2,0,99,10,10,10,10,10,9,3,1,2,0.82
1,1,3,1,2,75,3,60,3,3,60,60,3,60,0,0,0,0,156,7,0,99,10,10,10,10,10,10,1,1,0,3.04
1,1,4,2,3,59,3,1125,3,3,1125,1125,3,1125,0,0,0,0,98,2,0,93,10,9,10,10,9,9,1,1,0,1.87
1,1,6,3,6,65,2,365,2,2,1125,1125,2,1125,0,0,0,0,44,2,0,93,9,9,9,10,10,9,1,1,0,0.84
3,3,2,1,1,73,1,5,1,1,5,5,1,5,26,55,73,348,212,16,0,99,10,10,10,10,10,10,2,1,1,4.06
2,2,16,4,16,643,2,1125,2,2,1125,1125,2,1125,1,1,1,1,94,5,0,99,10,10,10,10,10,10,2,2,0,1.81
1,1,1,1,1,55,1,1125,1,1,1125,1125,1,1125,0,0,1,110,23,0,0,98,10,10,10,10,10,10,1,0,1,0.45
1,1,3,1,1,50,2,1125,2,2,1125,1125,2,1125,0,0,0,0,310,43,5,97,10,10,10,10,10,10,1,1,0,5.93
11,11,3,1,2,59,3,100,2,28,1125,1125,10.9,1125,0,0,0,1,165,13,0,98,10,10,10,10,9,10,10,10,0,3.16
1,1,2,1,1,30,2,30,2,2,30,30,2,30,15,33,56,146,21,0,0,100,10,10,10,10,10,10,1,0,1,0.42
2,2,4,2,2,85,3,49,3,3,49,49,3,49,1,1,4,116,17,4,0,99,10,10,10,10,10,10,1,1,0,0.33
4,4,1,1,1,3000,2,1125,2,2,1125,1125,2,1125,27,57,87,362,35,3,0,99,10,10,10,10,10,10,4,3,1,0.69
1,1,6,2,3,103,3,33,3,3,1125,1125,3,1125,0,0,0,0,140,8,0,98,10,9,10,10,10,10,1,1,0,2.7
2,2,6,2,2,38,2,28,2,2,28,28,2,28,27,57,87,297,246,32,0,93,9,9,9,9,10,9,1,1,0,4.82
1,1,2,1,1,56,3,1125,3,3,1125,1125,3,1125,28,58,88,178,21,1,0,98,10,10,10,10,10,10,1,0,1,0.45
1,1,4,1,2,41,2,365,2,2,1125,1125,2,1125,20,50,80,170,172,6,0,95,10,10,10,10,10,9,1,1,0,3.36
1,1,2,1,1,100,1,1125,1,1,1125,1125,1,1125,0,0,19,294,10,0,0,98,10,10,10,10,9,10,1,1,0,0.19
1,1,2,1,1,100,2,1125,2,2,1125,1125,2,1125,0,0,3,82,17,1,0,98,10,10,10,10,10,10,1,1,0,0.37
0,0,6,3,4,127.41,2,1124,1,5,999,999,3.6,999,0,0,0,0,248,18,1,89,9,9,9,9,10,9,1,1,0,4.77
1,1,6,2,3,86,2,1125,2,14,999,999,6.2,999,7,22,52,274,117,14,2,94,10,9,10,10,10,9,1,1,0,2.28
2,2,2,,1,55,1,1125,1,1,1125,1125,1,1125,19,46,71,334,528,91,8,95,10,9,10,10,10,10,1,1,0,10.13
1,1,6,2,2,204,5,30,5,5,30,30,5,30,0,1,1,27,8,0,0,98,10,10,10,10,10,10,1,1,0,0.16
3,3,4,1,2,79,3,1125,3,3,1125,1125,3,1125,0,0,15,105,37,2,0,97,10,10,10,10,10,9,2,2,0,0.71
1,1,2,1,1,75,2,100,2,2,100,100,2,100,0,0,28,28,72,7,0,99,10,10,10,10,10,10,1,0,1,1.41
2,2,2,1,1,85,1,14,1,1,14,14,1,14,29,59,89,364,5,1,0,100,10,10,10,10,8,10,2,0,2,0.12
3,3,4,2,2,140,2,1125,2,2,1125,1125,2,1125,29,52,52,52,45,5,0,96,10,10,10,10,10,9,2,0,2,0.86
2,2,2,1,2,34,2,17,2,2,1125,1125,2,1125,0,0,19,109,50,5,0,96,10,9,10,10,10,10,1,0,1,0.98
1,1,2,1,1,45,3,56,3,3,56,56,3,56,0,0,19,19,4,0,0,95,10,9,10,10,10,10,1,1,0,0.15
2,2,6,2,3,33,2,365,2,2,1125,1125,2,1125,2,25,55,93,21,1,1,95,10,9,10,9,9,9,1,1,0,0.41
2,2,2,1,1,52,1,7,1,1,7,7,1,7,0,0,0,0,76,1,0,99,10,10,10,10,10,10,2,0,2,1.48
1,1,4,2,2,132.29,2,1125,2,3,1125,1125,2.2,1125,19,49,79,79,27,0,0,91,9,10,9,9,9,9,1,1,0,0.53
3,3,4,1,2,49,2,30,2,2,30,30,2,30,28,58,88,363,61,2,0,99,10,10,10,10,10,10,3,1,2,1.19
1,1,7,2,5,79,2,24,2,2,24,24,2,24,0,0,0,0,81,12,1,98,10,10,10,10,10,10,1,1,0,1.56
2,2,2,1,1,31,2,1125,2,2,1125,1125,2,1125,1,1,1,1,144,12,0,91,10,8,10,10,10,9,2,0,2,2.81
2,2,6,2,4,150,2,60,2,2,1125,1125,2,1125,1,31,52,295,277,44,0,98,10,9,10,10,10,10,2,2,0,5.36
2,2,2,1,0,130,1,1125,1,1,1125,1125,1,1125,29,59,89,364,0,0,0,,,,,,,,2,0,2,
1,1,2,1,1,95,1,1125,1,1,1125,1125,1,1125,0,1,1,2,7,0,0,100,10,10,10,10,10,10,1,0,1,0.28
2,2,3,2,2,70,3,150,3,6,1125,1125,3.2,1125,28,58,88,222,163,13,1,98,10,10,10,10,10,10,2,2,0,3.14
1,1,6,3,4,136,3,31,3,3,31,31,3,31,22,52,79,319,150,17,1,97,10,10,10,10,10,10,1,1,0,2.91
1,1,4,2,3,93,2,7,2,2,7,7,2,7,29,59,66,66,66,2,0,97,10,10,10,10,10,10,1,1,0,1.29
1,1,6,2,3,68,2,1125,2,2,1125,1125,2,1125,22,50,50,50,219,22,0,97,10,10,10,10,10,10,1,1,0,4.26
1,1,3,1,1,25,1,30,1,1,30,30,1,30,0,0,0,0,22,0,0,95,10,10,10,10,8,10,1,0,1,0.46
1,1,8,4,4,350,7,40,7,7,40,40,7,40,21,51,81,261,8,0,0,88,9,9,10,9,8,8,1,1,0,0.16
1,1,2,1,1,150,3,7,3,3,7,7,3,7,27,57,87,87,5,0,0,92,10,10,10,10,9,9,1,1,0,0.1
11,11,3,1,2,56,5,100,3,28,100,100,10.4,100,5,35,65,103,182,24,4,98,10,10,10,10,10,10,10,10,0,3.5
1,1,2,1,1,24,2,365,2,2,1125,1125,2,1125,8,23,51,146,104,3,0,88,9,9,9,9,9,8,1,1,0,2.03
1,1,2,1,1,65,7,1124,4,60,1125,1125,32.3,1125,0,2,2,63,25,2,0,98,10,10,10,10,9,10,1,1,0,0.49
25,25,5,3,4,232,4,31,4,4,31,31,4,31,0,0,0,0,5,0,0,95,10,10,10,9,9,9,25,25,0,0.1
1,1,2,1,2,42,2,27,2,2,27,27,2,27,25,25,25,25,135,19,2,96,10,10,10,10,10,9,1,1,0,2.63
1,1,3,1,1,95,2,60,2,2,60,60,2,60,0,0,0,0,62,10,1,99,10,10,10,10,10,10,1,1,0,1.21
2,2,4,2,4,200,4,30,4,5,30,30,4.3,30,0,27,57,57,6,0,0,90,10,10,9,10,9,10,1,1,0,0.12
1,1,4,2,2,98,2,1125,2,2,1125,1125,2,1125,22,52,82,82,114,8,0,96,10,10,10,10,10,10,1,1,0,2.23
1,1,3,1,3,66,3,182,3,3,1125,1125,3,1125,0,0,0,0,79,12,0,99,10,10,10,10,10,10,1,1,0,1.56
1,1,2,1,1,45,3,31,3,3,31,31,3,31,0,0,0,18,79,3,0,98,10,10,10,10,10,10,1,0,1,1.54
3,3,2,1,1,45,1,1125,1,1,1125,1125,1,1125,0,0,0,0,67,4,1,98,10,10,10,10,10,10,2,0,2,1.31
3,3,16,3,15,293,2,1125,2,2,1125,1125,2,1125,28,58,88,334,47,9,0,95,10,10,10,10,10,10,2,2,0,1.04
1,1,3,2,2,45,7,365,7,7,1125,1125,7,1125,0,0,0,0,45,1,0,92,9,9,9,10,10,9,1,1,0,0.88
5,5,1,1,1,999,555,555,555,555,555,555,555,555,30,60,90,365,1,0,0,60,10,6,10,10,6,6,5,0,5,0.02
1,1,2,1,1,35,1,1125,1,1,1125,1125,1,1125,0,1,1,265,289,7,0,95,10,10,10,10,9,9,1,0,1,5.58
1,1,4,2,2,88,2,30,2,2,1125,1125,2,1125,28,58,88,363,22,1,0,99,10,10,10,10,9,10,1,1,0,0.43
1,1,2,1,0,68,2,1125,2,2,1125,1125,2,1125,25,55,82,172,376,43,2,98,10,10,10,10,10,10,1,1,0,7.33
1,1,4,2,2,145,4,28,4,4,28,28,4,28,0,0,0,0,10,1,0,98,10,10,10,10,10,10,1,1,0,0.2
4,4,2,1,1,68,1,1125,1,1,1125,1125,1,1125,0,0,0,0,17,0,0,88,9,9,10,9,9,9,4,0,4,0.37
4,4,2,1,1,60,2,1125,2,2,1125,1125,2,1125,30,60,90,365,61,0,0,95,10,9,10,10,9,10,4,0,4,1.19
3,3,4,1,2,49,2,120,2,2,1125,1125,2,1125,23,31,31,31,221,21,1,98,10,10,10,10,10,10,3,3,0,4.27
2,2,6,3,3,500,2,7,2,2,7,7,2,7,30,60,90,358,3,1,0,100,10,10,10,10,10,9,2,1,1,0.06
1,1,2,1,1,60,1,30,1,1,1125,1125,1,1125,0,23,49,317,111,12,0,99,10,10,10,10,10,10,1,1,0,2.16
1,1,4,2,3,145,1,300,1,1,300,300,1,300,0,0,0,21,23,0,0,98,10,10,10,10,9,9,1,1,0,0.45
1,1,4,,2,140,1,14,1,5,14,14,1.4,14,26,47,72,312,77,4,1,99,10,10,10,10,10,10,1,1,0,1.48
1,1,6,2,3,124,2,7,2,2,7,7,2,7,27,57,77,120,20,0,0,99,10,10,10,10,10,10,1,1,0,0.39
4,4,5,3,3,93,3,120,3,3,120,120,3,120,0,0,0,0,178,32,0,93,10,9,10,9,10,9,2,2,0,3.49
15,15,2,1,1,60,2,1000,2,2,1000,1000,2,1000,0,0,0,204,140,0,0,87,9,8,9,9,10,9,10,2,8,2.7
1,1,4,2,2,38,2,365,2,2,1125,1125,2,1125,0,0,19,109,204,15,0,94,10,9,10,10,10,9,1,1,0,3.93
4,4,4,1,2,45,5,300,5,5,1125,1125,5,1125,0,23,53,63,230,25,2,93,10,9,10,9,10,9,2,2,0,4.5
6,6,4,1,1,46,2,10,2,2,10,10,2,10,30,47,53,53,210,17,3,98,10,10,10,10,10,10,5,1,4,4.06
3,3,4,1,2,98,3,1125,3,3,1125,1125,3,1125,0,0,0,263,18,0,0,96,10,10,10,10,10,10,2,2,0,0.35
1,1,2,1,1,108,3,1125,3,3,1125,1125,3,1125,30,60,90,90,3,0,0,100,10,10,10,10,8,10,1,1,0,0.06
1,1,6,2,3,59,1,1125,1,90,1125,1125,31.9,1125,0,0,22,290,72,1,0,94,9,9,10,10,9,9,1,1,0,1.42
1,1,2,1,1,61,2,14,2,7,999,999,4.5,999,13,43,73,297,197,21,1,96,10,10,9,10,10,9,1,1,0,4.17
1,1,6,3,6,80,4,30,4,4,1125,1125,4,1125,26,48,68,234,110,12,1,98,10,10,10,10,10,10,1,1,0,2.47
