host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
16,16,4,2,2,999,1,365,1,1,365,365,1,365,1,1,1,1,1,1,0,,,,,,,,16,0,0,0.11
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,47,1,0,0,100,10,10,10,10,8,8,16,0,0,0.07
16,16,4,2,2,999,1,365,1,1,365,365,1,365,0,0,0,45,0,0,0,,,,,,,,16,0,0,
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,45,3,1,0,100,10,10,10,10,9,9,16,0,0,0.21
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,0,1,0,0,100,10,10,10,10,10,10,16,0,0,0.08
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,45,1,1,0,100,10,10,10,10,8,10,16,0,0,0.1
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,46,0,0,0,,,,,,,,16,0,0,
16,16,4,2,3,999,1,365,1,1,365,365,1,365,0,0,0,45,0,0,0,,,,,,,,16,0,0,
16,16,4,2,3,999,1,365,1,1,365,365,1,365,2,2,2,2,1,0,0,60,8,8,8,8,8,6,16,0,0,0.06
16,16,4,2,3,999,1,365,1,1,365,365,1,365,2,2,2,2,1,0,0,100,10,10,10,10,10,10,16,0,0,0.07
16,16,4,2,2,999,1,365,1,1,365,365,1,365,0,0,0,44,0,0,0,,,,,,,,16,0,0,
1,1,4,2,2,73,2,14,2,2,14,14,2,14,30,57,87,177,42,15,0,92,10,9,10,10,10,9,3,3,0,2.72
1,1,1,1,1,20,2,31,2,2,31,31,2,31,0,0,0,228,36,6,0,98,10,10,10,10,10,10,1,0,1,2.27
3,3,1,1,1,30,1,1125,1,1,1125,1125,1,1125,30,60,90,180,0,0,0,,,,,,,,2,0,2,
1,1,3,1,2,51,1,1125,1,1,1125,1125,1,1125,11,31,51,235,102,73,9,98,10,10,10,10,10,10,1,1,0,6.5
1,1,2,1,1,33,1,5,1,1,5,5,1,5,29,59,89,179,8,0,0,100,10,10,10,10,10,10,1,0,1,0.54
2,2,12,5,7,299,5,28,5,5,28,28,5,28,0,0,0,0,0,0,0,,,,,,,,2,2,0,
1,1,2,1,1,40,2,1125,2,2,1125,1125,2,1125,30,60,90,365,8,1,0,98,10,10,10,10,10,10,1,0,1,0.54
0,0,7,3,5,71,2,1125,2,2,1125,1125,2,1125,25,52,82,340,40,23,1,100,10,10,10,10,9,10,1,1,0,2.63
1,1,3,1,2,75,2,28,2,2,28,28,2,28,30,60,90,300,30,19,2,95,9,10,9,10,10,9,1,1,0,2
1,1,2,1,1,100,1,4,1,1,4,4,1,4,27,57,87,87,7,0,0,100,10,9,10,10,10,10,1,0,1,0.47
0,0,6,3,3,100,5,1125,5,5,1125,1125,5,1125,0,0,19,294,0,0,0,,,,,,,,1,1,0,
36,36,6,3,3,123,1,30,1,3,2,30,2,23.4,1,1,1,1,24,13,0,100,10,10,10,9,10,10,14,14,0,1.6
1,1,2,1,1,55,2,5,2,2,5,5,2,5,0,0,0,0,1,1,0,100,10,10,10,10,10,10,1,0,1,0.1
2,2,2,1,1,53,1,21,1,1,1125,1125,1,1125,0,0,0,0,24,10,0,98,10,10,10,10,10,10,1,0,1,1.6
1,1,2,1,1,49,1,1125,1,1,1125,1125,1,1125,29,59,89,179,11,2,0,100,10,10,10,10,9,10,1,0,1,0.71
1,1,4,2,2,120,2,7,2,2,1125,1125,2,1125,29,59,89,110,15,8,0,99,10,10,10,10,10,10,1,1,0,1.01
0,0,6,3,4,110,2,50,2,3,1125,1125,2,1125,19,34,59,149,21,7,1,96,10,10,10,10,10,10,1,1,0,1.35
6,6,10,1,10,14,1,365,1,2,13,14,1.2,14,30,60,90,365,202,147,16,97,10,10,10,10,10,10,7,0,1,13.59
6,6,8,1,8,15,1,365,1,2,1,14,1.2,13.6,30,59,89,364,37,19,0,96,10,10,10,10,10,9,7,0,1,2.56
6,6,6,1,6,18,1,90,1,2,1,14,1.3,12.7,30,58,88,356,7,6,2,97,10,9,10,10,10,10,7,0,1,0.51
6,6,8,1,8,18,1,365,1,2,13,14,1.3,14,1,1,1,1,7,5,1,94,10,10,10,10,10,10,7,0,1,0.54
6,6,10,1,10,15,1,365,1,2,13,14,1.2,14,30,60,90,365,14,11,0,97,10,10,10,10,10,10,7,0,1,0.97
6,6,8,1,8,134,1,90,1,2,14,14,1.3,14,22,51,81,356,6,5,0,93,9,9,10,9,10,9,7,0,1,0.4
1,1,2,1,1,210,1,1125,1,1,1125,1125,1,1125,1,1,1,1,0,0,0,,,,,,,,1,0,1,
3,3,4,1,1,100,1,30,1,1,30,30,1,30,0,0,0,0,1,1,0,100,10,10,10,10,10,10,2,1,1,0.1
3,3,4,1,2,46,2,1125,2,2,1125,1125,2,1125,0,0,0,0,80,55,5,96,10,9,10,10,10,10,2,1,1,5.08
4,4,2,1,1,27,3,1125,3,3,1125,1125,3,1125,0,0,0,87,4,2,0,100,10,10,10,10,10,10,4,0,4,0.25
0,0,6,3,3,120,14,25,14,14,25,25,14,25,23,53,83,344,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07
4,4,2,1,1,80,1,1125,1,3,1125,1125,1.1,1125,29,59,89,364,28,27,0,93,9,10,10,9,10,9,4,0,0,1.99
4,4,2,1,1,85,1,1125,1,3,1125,1125,1.1,1125,30,60,90,365,44,40,0,95,10,10,10,10,10,10,4,0,0,3.04
4,4,3,1,2,98,1,1125,1,3,1125,1125,1.1,1125,0,0,0,0,5,2,0,84,8,10,9,9,9,8,4,0,0,0.35
4,4,2,1,2,79,1,1125,1,3,1125,1125,1.1,1125,30,60,90,365,4,3,0,100,10,10,10,10,10,10,4,0,0,0.29
3,3,4,1,4,100,1,1125,1,1,1125,1125,1,1125,30,60,90,270,0,0,0,,,,,,,,3,0,3,
2,2,1,1,0,49,2,60,2,2,60,60,2,60,29,59,89,364,5,3,0,100,10,10,10,10,10,10,2,0,2,0.33
13,13,4,1,2,49,2,1125,1,2,1125,1125,2,1125,2,5,5,5,23,13,2,96,10,9,10,10,10,9,12,12,0,1.48
34,34,2,1,1,97,1,1125,1,1,1125,1125,1,1125,0,0,0,5,8,0,0,85,10,9,10,9,10,9,28,28,0,0.52
1,1,2,1,1,30,2,1125,2,2,1125,1125,2,1125,0,0,0,262,6,0,0,93,10,10,10,10,10,9,1,0,1,0.4
1,1,2,1,1,44,2,365,2,2,1125,1125,2,1125,0,0,0,50,8,1,0,97,10,10,10,10,10,10,1,1,0,0.52
1,1,2,1,2,75,2,14,2,2,14,14,2,14,25,55,82,260,14,8,0,100,10,10,10,10,10,10,1,1,0,1.02
2,2,2,1,1,56,3,1125,3,3,1125,1125,3,1125,0,0,0,0,9,9,2,100,10,10,10,10,10,10,2,2,0,0.75
2,2,2,1,1,35,1,1125,1,1,1125,1125,1,1125,0,0,0,0,12,1,0,98,10,10,10,10,9,10,1,0,1,0.81
4,4,6,2,3,285,1,1125,1,1,1125,1125,1,1125,29,59,89,89,0,0,0,,,,,,,,4,4,0,
1,1,2,1,1,49,1,1125,1,1,1125,1125,1,1125,0,20,39,174,8,3,0,100,10,10,10,10,10,10,1,0,1,0.55
1,1,4,2,2,156,3,1125,3,3,1125,1125,3,1125,0,0,0,0,19,10,0,98,10,10,10,10,9,10,1,1,0,1.28
5,5,1,1,1,28,7,1125,7,7,1125,1125,7,1125,9,39,59,160,6,0,0,100,10,10,10,10,10,10,4,0,4,0.39
2,2,2,1,1,150,1,1125,1,1,1125,1125,1,1125,30,60,90,180,3,0,0,93,9,8,10,10,10,9,2,0,2,0.2
1,1,2,1,1,40,1,7,1,1,7,7,1,7,30,60,90,180,14,1,0,95,10,9,10,10,9,10,1,0,1,0.89
4,4,1,1,1,30,3,1125,3,3,1125,1125,3,1125,0,0,19,294,2,0,0,100,10,10,10,8,10,10,4,0,4,0.14
1,1,2,1,0,30,2,14,2,2,14,14,2,14,30,60,90,180,18,4,1,94,10,10,10,10,9,10,1,0,1,1.18
1,1,2,1,1,70,2,1125,2,2,1125,1125,2,1125,28,58,88,88,2,1,0,60,10,6,10,10,8,10,1,1,0,0.14
4,4,2,1,1,45,3,1125,3,3,1125,1125,3,1125,0,0,22,297,1,1,0,100,10,8,10,10,10,10,4,0,4,0.1
4,4,2,1,1,45,1,1125,1,1,1125,1125,1,1125,0,0,19,294,1,1,0,100,10,10,10,10,10,10,4,0,4,0.11
1,1,4,2,2,200,3,7,3,3,7,7,3,7,19,49,79,169,2,1,0,100,10,10,10,10,10,10,1,1,0,0.14
0,0,2,1,1,59,3,56,3,3,1125,1125,3,1125,21,29,29,215,11,5,0,93,10,9,10,10,10,9,1,1,0,0.79
1,1,6,3,2,350,4,6,4,4,6,6,4,6,0,0,0,0,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07
1,1,4,1,2,125,2,30,2,2,1125,1125,2,1125,0,0,0,0,8,1,0,98,10,10,10,10,10,10,1,1,0,0.55
1,1,6,3,4,80,2,30,2,2,30,30,2,30,30,60,90,365,12,6,0,98,10,10,10,10,9,10,1,1,0,0.81
34,34,2,1,1,66,2,60,2,3,1125,1125,2.3,1125,25,55,85,339,30,22,1,98,10,10,10,10,10,10,28,28,0,2.05
0,0,3,1,2,41,2,90,2,2,90,90,2,90,0,0,0,0,19,14,0,99,10,10,10,10,10,10,1,1,0,1.26
2,2,4,1,1,89,2,3,2,2,3,3,2,3,12,24,24,24,5,2,0,100,10,10,10,10,10,9,1,1,0,0.35
13,13,6,3,3,185,2,31,2,4,31,31,2,31,28,58,82,357,3,3,0,100,10,10,10,10,10,10,7,7,0,0.27
1,1,4,2,2,121,2,1125,2,2,1125,1125,2,1125,29,59,89,179,11,3,1,100,10,10,10,10,10,10,1,1,0,0.74
1,1,2,1,1,30,1,4,1,1,4,4,1,4,28,58,88,88,12,6,0,100,10,10,10,10,10,10,1,0,1,0.81
3,3,7,3,3,200,1,10,1,1,10,10,1,10,0,0,0,264,4,0,0,100,10,10,10,10,9,9,2,2,0,0.26
1,1,6,2,2,100,4,1125,4,5,1125,1125,4.1,1125,0,0,0,0,0,0,0,,,,,,,,1,1,0,
0,0,5,2,4,85,2,8,2,2,8,8,2,8,0,0,26,26,7,0,0,97,10,10,10,10,10,10,1,1,0,0.46
3,3,5,2,3,56,2,1125,2,2,1125,1125,2,1125,24,33,33,33,11,11,3,100,10,10,10,10,10,10,3,3,0,1.29
1,1,4,2,2,65,1,1125,1,4,4,1125,3.4,44.2,0,0,0,0,9,7,1,91,10,9,10,10,9,9,1,1,0,0.62
1,1,6,3,3,200,7,1125,7,7,1125,1125,7,1125,0,22,52,327,1,1,0,100,8,10,10,10,10,10,1,1,0,0.09
1,1,2,1,0,70,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,0,0,,,,,,,,1,0,1,
0,0,2,1,1,182,3,60,3,3,60,60,3,60,0,0,0,0,12,2,0,100,10,10,10,10,10,10,1,1,0,0.78
0,0,5,2,3,105,2,730,2,2,1125,1125,2,1125,1,1,1,1,19,17,3,100,10,10,10,10,10,10,2,2,0,1.49
1,1,2,1,1,35,2,1125,2,2,1125,1125,2,1125,13,28,45,135,2,1,0,100,9,9,8,9,10,10,1,0,1,0.14
5,5,1,1,1,52,1,1125,1,2,1125,1125,1.1,1125,19,49,79,305,1,1,0,100,10,10,10,10,10,10,5,0,5,0.61
5,5,2,1,1,66,1,1125,1,2,1125,1125,1.1,1125,21,51,81,306,0,0,0,,,,,,,,5,0,5,
5,5,2,1,1,78,1,1125,1,2,1125,1125,1.1,1125,21,51,81,302,1,1,0,100,10,10,10,10,10,10,5,0,5,0.51
5,5,3,1,1,106,1,1125,1,2,1125,1125,1.1,1125,21,51,81,296,1,1,0,100,10,10,10,10,10,10,5,0,5,0.41
5,5,4,1,2,130,1,1125,1,2,1125,1125,1.1,1125,21,48,78,302,1,1,0,100,10,8,10,10,10,10,5,0,5,0.48
54,54,4,2,3,103,2,1125,2,4,1125,1125,2.1,1125,27,52,82,274,0,0,0,,,,,,,,22,19,2,
2,2,2,2,2,60,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,0,0,80,8,8,10,8,6,8,2,2,0,0.07
10,10,4,1,1,51,2,1125,2,2,1125,1125,2,1125,14,36,56,315,23,12,0,96,10,10,10,10,10,9,7,7,0,1.5
6,6,4,2,2,92,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,4,4,0,0.06
51,51,2,1,1,38.43,2,28,2,2,28,28,2,28,0,0,0,0,36,20,1,97,10,10,9,10,10,10,19,19,0,2.34
0,0,4,1,1,41,2,365,2,2,1125,1125,2,1125,0,0,0,0,8,4,0,93,10,9,10,10,10,9,1,1,0,0.54
2,2,4,2,2,130,2,1125,2,2,1125,1125,2,1125,0,0,0,0,2,0,0,80,9,7,10,9,10,8,2,1,1,0.14
8,8,4,2,2,52,1,1125,1,1,1125,1125,1,1125,0,0,0,0,118,84,8,91,10,9,9,9,10,9,6,6,0,7.68
0,0,4,2,2,120,3,21,3,3,21,21,3,21,0,0,0,0,7,0,0,97,10,10,10,10,9,9,1,1,0,0.46
0,0,2,1,1,54,2,1125,2,2,1125,1125,2,1125,0,0,23,113,8,3,0,100,10,10,10,10,10,10,1,0,1,0.55
0,0,2,1,1,57,2,1125,2,2,1125,1125,2,1125,29,59,89,189,11,6,1,100,10,10,10,10,10,10,1,1,0,0.77
30,30,4,2,2,103,4,40,3,7,40,40,4,40,30,51,81,324,6,3,0,100,10,9,10,10,10,10,24,24,0,0.42
1,1,4,2,2,45,2,365,2,2,1125,1125,2,1125,18,48,78,170,12,3,1,82,9,9,10,9,10,8,1,1,0,0.8
11,11,4,1,2,73,2,300,1,3,1125,1125,1.3,1125,18,38,65,234,60,41,3,97,10,10,10,10,10,10,11,11,0,4.07
1,1,4,2,3,152,1,30,1,1,1125,1125,1,1125,5,5,5,64,9,3,0,100,10,10,10,10,10,10,1,1,0,0.6
1,1,8,3,6,124,1,1125,1,1,1125,1125,1,1125,22,48,76,326,32,18,0,96,10,9,10,10,9,10,1,1,0,2.13
3,3,2,1,1,25,1,30,1,2,1125,1125,1.3,1125,23,51,56,56,52,37,0,96,10,10,10,10,10,10,3,1,2,3.33
1,1,4,1,2,65,1,30,1,1,30,30,1,30,12,36,57,147,24,18,2,94,10,10,10,10,9,10,1,1,0,1.66
1,1,2,1,1,40,2,1125,2,2,1125,1125,2,1125,7,7,7,7,14,6,0,99,10,10,10,10,10,10,1,0,1,0.94
2,2,2,1,1,100,2,1125,2,2,1125,1125,2,1125,0,20,50,51,1,0,0,80,10,6,10,10,10,10,2,1,1,0.07
0,0,2,1,2,125,2,1125,2,2,1125,1125,2,1125,0,0,0,0,20,7,0,97,10,10,10,10,10,10,1,1,0,1.36
0,0,4,2,2,150,5,8,5,5,8,8,5,8,30,60,90,90,1,1,0,,,,,,,,1,1,0,0.1
0,0,3,2,2,83,3,1125,3,3,1125,1125,3,1125,0,30,60,60,5,4,1,100,10,10,10,10,10,10,1,1,0,0.34
11,11,1,1,1,999,1,1125,1,1,1125,1125,1,1125,1,1,1,1,4,0,0,85,9,8,10,10,9,9,11,1,10,0.26
6,6,4,2,2,100,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,4,4,0,0.07
0,0,6,2,4,127,2,1125,2,2,1125,1125,2,1125,29,57,87,267,41,29,0,100,10,10,10,10,10,10,1,1,0,2.85
3,3,2,1,1,23,1,30,1,2,1125,1125,1.3,1125,12,40,70,160,58,39,0,93,10,9,9,9,10,9,3,1,2,3.98
1,1,4,2,3,71,1,1125,1,4,4,1125,3.4,46.7,16,36,61,61,37,30,4,98,10,10,9,10,10,10,1,1,0,2.49
0,0,2,1,1,80,1,1125,1,1,1125,1125,1,1125,30,30,30,30,0,0,0,,,,,,,,1,0,1,
0,0,4,1,2,70,2,30,2,2,30,30,2,30,30,60,87,118,11,8,1,98,10,10,10,10,10,10,1,1,0,0.75
1,1,6,2,4,300,60,1125,60,60,1125,1125,60,1125,0,0,0,81,0,0,0,,,,,,,,4,4,0,
3,3,2,1,1,45,2,3,2,2,3,3,2,3,0,0,0,0,14,6,0,93,10,10,10,10,10,10,1,0,1,0.94
0,0,4,2,2,100,1,30,1,2,30,30,1.6,30,0,0,0,0,13,8,0,94,10,9,10,10,10,9,1,1,0,0.88
0,0,2,1,1,110,1,1,1,1,1,1,1,1,30,60,90,365,0,0,0,,,,,,,,1,0,1,
1,1,4,1,2,102,1,30,1,1,1125,1125,1,1125,29,52,62,198,62,32,0,92,10,9,10,10,10,9,1,1,0,4.03
1,1,2,1,1,40,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,0,0,,,,,,,,1,0,1,
0,0,2,1,1,79,2,1125,2,2,1125,1125,2,1125,1,1,1,1,5,0,0,100,10,10,10,10,10,9,1,1,0,0.34
2,2,2,1,2,35,2,30,2,2,30,30,2,30,28,57,75,75,2,0,0,100,10,10,10,10,10,10,2,0,2,0.14
2,2,1,1,1,35,1,30,1,1,1125,1125,1,1125,30,60,90,365,5,0,0,100,10,10,10,9,10,10,1,0,1,0.34
0,0,7,2,2,99,25,62,25,25,62,62,25,62,0,0,0,42,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07
1,1,1,1,1,40,3,30,3,3,30,30,3,30,30,60,90,90,2,0,0,90,9,9,10,10,9,9,3,1,2,0.14
13,13,3,1,2,55,3,31,3,4,31,31,3,31,1,14,44,319,17,16,1,98,10,9,10,10,10,10,7,7,0,1.36
1,1,4,2,2,150,2,28,2,2,1125,1125,2,1125,30,60,87,345,19,13,0,100,10,10,10,10,10,10,1,1,0,1.28
3,3,5,2,1,170,3,1125,3,3,1125,1125,3,1125,29,59,87,87,1,1,0,100,10,8,10,10,10,10,2,1,1,0.1
0,0,2,1,1,27,2,12,2,2,1125,1125,2,1125,0,0,0,0,25,19,0,99,10,10,10,10,10,10,1,0,1,1.75
1,1,2,1,1,47,1,1125,1,2,1125,1125,1.4,1125,0,0,0,0,25,9,3,94,10,9,10,10,10,10,1,1,0,1.64
1,1,4,1,2,53,1,1125,1,4,4,1125,3.4,46.7,0,0,0,0,19,13,2,81,9,9,9,9,9,9,1,1,0,1.3
1,1,4,2,4,77,3,1125,3,3,1125,1125,3,1125,0,0,0,0,73,44,0,94,10,10,10,10,10,9,1,1,0,4.75
1,1,4,2,2,82,1,1125,1,31,4,1125,3.6,171.3,0,0,0,0,8,0,0,95,10,10,10,10,10,10,1,1,0,0.54
0,0,4,1,2,147,2,7,2,2,7,7,2,7,28,58,88,88,3,0,0,93,9,9,10,10,10,9,1,1,0,0.2
201,201,4,1,2,111,2,1125,2,14,999,999,5.5,999,17,26,26,26,36,24,2,97,10,10,9,10,10,9,113,105,8,2.33
1,1,2,1,1,81,2,28,2,2,1125,1125,2,1125,12,35,47,47,34,34,4,99,10,10,10,10,10,10,1,1,0,3.41
0,0,4,1,2,32,2,28,2,2,1125,1125,2,1125,10,16,34,179,29,17,0,100,10,10,10,10,10,10,1,1,0,1.97
0,0,2,1,1,75,2,14,2,2,14,14,2,14,27,57,85,85,52,32,4,100,10,10,10,10,10,10,1,1,0,3.51
2,2,5,3,3,85,2,1125,2,2,1125,1125,2,1125,29,53,70,160,1,0,0,100,10,6,10,10,10,10,2,2,0,0.07
1,1,2,1,1,60,2,1125,2,2,1125,1125,2,1125,28,58,88,88,10,0,0,98,10,10,10,10,10,10,1,0,1,0.67
1,1,4,2,3,97,2,1125,2,2,1125,1125,2,1125,0,0,0,257,30,13,0,100,10,10,10,10,10,10,1,1,0,2.02
0,0,2,2,2,95,3,1125,3,3,1125,1125,3,1125,0,0,0,0,2,0,0,100,10,10,8,8,10,10,1,1,0,0.14
0,0,2,1,1,22,2,30,2,2,30,30,2,30,0,0,0,0,14,10,0,81,9,8,8,9,9,9,2,2,0,0.97
0,0,2,1,1,60,3,1125,3,3,1125,1125,3,1125,30,60,87,358,5,4,1,96,10,10,10,10,10,10,1,1,0,0.4
1,1,2,1,1,170,3,7,3,3,7,7,3,7,30,60,90,90,0,0,0,,,,,,,,1,1,0,
6,6,2,1,1,49,2,1125,2,2,1125,1125,2,1125,11,21,21,21,51,35,1,95,10,10,10,10,9,9,5,5,0,3.35
1,1,6,3,4,187,2,1125,2,2,1125,1125,2,1125,0,0,0,0,14,5,0,100,10,10,10,10,10,10,1,1,0,0.94
1,1,6,2,3,300,60,1125,60,60,1125,1125,60,1125,0,0,0,89,0,0,0,,,,,,,,4,4,0,
0,0,2,1,1,30,2,1125,2,2,1125,1125,2,1125,0,0,0,0,6,0,0,93,10,10,10,10,9,10,1,0,1,0.41
6,6,4,1,2,47,2,1125,2,2,1125,1125,2,1125,3,28,48,102,16,15,1,86,10,8,9,9,10,9,5,5,0,1.05
1,1,2,1,1,90,2,7,2,2,7,7,2,7,29,29,29,29,3,0,0,87,10,8,10,10,10,9,1,1,0,0.21
1,1,4,2,2,120,20,1125,20,20,1125,1125,20,1125,12,42,72,252,0,0,0,,,,,,,,1,1,0,
1,1,2,1,1,55,1,5,1,1,5,5,1,5,1,1,1,1,5,1,0,100,10,10,10,10,10,10,1,0,1,0.34
1,1,2,1,1,35,1,1125,1,1,1125,1125,1,1125,0,0,0,263,15,1,0,96,10,10,10,10,9,9,1,0,1,1.01
11,11,4,1,1,75,25,1125,25,25,1125,1125,25,1125,0,0,0,265,5,0,0,80,8,8,9,9,9,8,13,3,10,0.32
0,0,2,1,1,45,4,31,4,4,31,31,4,31,27,57,87,87,3,0,0,100,10,10,10,10,7,9,1,0,1,0.21
0,0,2,1,2,64,28,31,28,28,1125,1125,28,1125,0,0,0,0,10,6,0,93,9,9,9,10,10,9,1,1,0,0.68
0,0,4,2,2,133,1,28,1,1,28,28,1,28,30,60,60,60,1,0,0,100,10,10,10,10,10,10,2,2,0,0.07
12,12,6,3,4,320,2,1125,2,3,1125,1125,2,1125,27,50,77,315,20,11,1,100,10,10,10,10,10,10,10,10,0,1.36
0,0,4,2,2,60,2,365,2,2,1125,1125,2,1125,5,35,65,155,27,10,2,95,10,10,10,10,10,9,1,1,0,1.78
0,0,2,1,1,43,1,5,1,1,5,5,1,5,0,0,0,0,14,4,0,99,10,10,10,10,10,10,1,0,1,0.98
1,1,4,2,2,50,2,365,2,2,1125,1125,2,1125,0,0,0,80,7,2,0,80,9,8,10,9,10,8,2,2,0,0.47
2,2,2,1,1,76,1,31,1,3,1125,1125,1.4,1125,30,60,90,180,18,11,0,100,10,10,10,10,10,10,3,0,3,1.21
3,3,4,1,2,40,1,1125,1,1,1125,1125,1,1125,0,0,0,0,15,4,0,100,10,10,10,10,10,10,1,0,1,1
0,0,2,1,1,30,1,1125,1,1,1125,1125,1,1125,1,1,1,1,5,1,0,100,10,10,10,10,10,9,1,0,1,0.34
1,1,4,2,3,88,1,1125,1,4,4,1125,3.4,44.2,27,57,73,73,27,17,2,98,10,10,10,10,10,9,1,1,0,1.84
11,11,2,1,1,61,1,200,1,3,1125,1125,1.3,1125,22,34,60,262,70,53,7,97,10,10,10,10,10,9,11,11,0,4.63
1,1,4,2,3,155,3,60,3,3,60,60,3,60,27,57,70,70,2,2,0,100,10,10,10,10,10,10,2,2,0,0.24
39,39,3,1,1,86,2,21,2,2,21,21,2,21,28,58,88,324,15,8,0,95,10,10,10,10,9,10,34,34,0,1.01
1,1,4,2,2,71,4,14,4,4,14,14,4,14,8,8,8,13,0,0,0,,,,,,,,1,1,0,
0,0,2,1,1,35,1,4,1,1,4,4,1,4,0,0,0,0,6,4,0,100,10,10,10,10,10,10,1,0,1,0.42
0,0,1,1,2,6000,2,1125,2,2,1125,1125,2,1125,0,0,0,0,5,0,0,100,10,10,10,10,10,10,1,0,1,0.34
2,2,1,1,1,30,2,1125,2,2,1125,1125,2,1125,29,59,89,89,7,0,0,97,10,9,10,10,10,10,2,0,2,0.48
1,1,2,1,1,140,1,1125,1,1,1125,1125,1,1125,0,0,17,17,20,7,0,100,10,10,10,10,10,10,1,1,0,1.35
1,1,2,1,1,100,3,30,3,3,30,30,3,30,6,6,6,6,7,0,0,97,10,10,10,9,10,10,2,2,0,0.47
1,1,3,1,2,45,1,5,1,1,5,5,1,5,30,60,90,180,2,1,0,80,8,10,10,8,10,8,1,0,1,0.13
0,0,2,1,1,75,7,1125,7,7,1125,1125,7,1125,0,0,0,0,8,1,0,95,10,9,10,10,10,10,1,1,0,0.55
0,0,2,1,1,42,2,30,2,3,1125,1125,2,1125,6,15,30,30,14,10,2,91,10,9,9,10,10,9,1,1,0,0.98
0,0,2,1,2,60,5,10,5,5,10,10,5,10,0,19,49,324,1,0,0,100,10,8,10,10,10,10,1,1,0,0.07
0,0,4,2,2,125,2,24,2,2,24,24,2,24,26,53,83,355,4,2,0,95,10,9,10,10,10,9,1,1,0,0.27
0,0,4,1,2,120,1,7,1,1,1125,1125,1,1125,26,56,86,86,9,2,0,98,10,10,10,10,10,9,1,1,0,0.61
1,1,2,1,1,50,2,1125,1,2,1125,1125,1.4,1125,21,51,51,51,10,5,1,96,10,9,10,10,10,10,1,0,1,0.68
0,0,5,2,2,95,2,30,2,2,30,30,2,30,0,0,0,31,4,0,0,95,10,9,10,10,10,10,1,1,0,0.27
0,0,2,1,2,100,3,6,3,3,6,6,3,6,30,60,90,270,0,0,0,,,,,,,,1,0,1,
0,0,1,1,1,22,2,7,2,2,7,7,2,7,30,30,30,30,4,1,0,100,10,10,10,10,10,10,1,0,1,0.28
0,0,4,2,2,200,4,1125,4,4,1125,1125,4,1125,23,53,53,53,1,0,0,60,8,10,10,10,10,6,1,1,0,0.07
0,0,6,2,4,123,1,28,1,2,1125,1125,1.1,1125,0,0,0,2,21,21,0,100,10,10,10,10,10,10,1,1,0,1.96
0,0,2,1,1,29,1,12,1,2,12,12,1.3,12,29,59,89,89,6,2,0,93,10,10,10,10,10,10,1,0,1,0.41
1,1,6,2,3,74,2,60,2,2,1125,1125,2,1125,0,0,14,83,17,5,0,100,10,10,10,10,10,10,1,1,0,1.17
0,0,3,2,2,59,3,31,3,3,31,31,3,31,30,60,90,180,11,2,0,98,9,9,10,10,10,10,1,0,1,0.77
2,2,2,1,1,100,2,1125,2,2,1125,1125,2,1125,0,0,20,295,0,0,0,,,,,,,,2,2,0,
0,0,2,1,1,55,3,7,3,3,1125,1125,3,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07
2,2,6,2,3,85,1,1125,1,1,1125,1125,1,1125,0,0,0,0,37,18,0,96,9,10,10,10,10,10,2,2,0,2.47
0,0,2,1,1,100,2,14,2,2,1125,1125,2,1125,0,0,19,294,9,2,0,100,10,10,10,10,10,10,1,1,0,0.61
1,1,2,1,1,40,1,1125,1,1,1125,1125,1,1125,30,60,69,69,7,2,0,100,10,10,10,10,9,10,1,0,1,0.48
1,1,2,1,1,110,5,21,5,5,21,21,5,21,29,59,89,179,0,0,0,,,,,,,,1,1,0,
0,0,4,1,2,70,1,90,1,1,1125,1125,1,1125,0,0,0,0,49,34,6,98,10,10,10,10,10,10,1,1,0,3.39
1,1,4,2,2,100,3,31,3,3,1125,1125,3,1125,0,0,0,20,0,0,0,,,,,,,,2,2,0,
