,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,latitude,longitude
4567,3,3,16,3,13,341,2,1125,2,2,1125,1125,2,1125,30,60,90,361,7,2,0,97,10,10,10,10,10,9,2,2,0,0.41,55.94473,-3.20422
2082,8,8,6,3,3,340,2,1125,2,3,1125,1125,2,1125,22,46,63,331,53,12,0,97,10,10,10,10,10,10,2,2,0,1.22,55.95244,-3.2166
2162,2,2,2,1,1,340,2,60,2,2,60,60,2,60,0,0,0,0,14,0,0,100,10,10,10,10,9,10,2,0,2,0.33,55.92253,-3.28002
3494,1,1,9,4,7,340,4,21,4,6,21,21,4.9,21,28,58,88,178,4,0,0,100,10,10,10,9,10,10,1,1,0,0.14,55.9382,-3.20147
1786,1,1,8,4,4,339.29,2,1125,2,4,1125,1125,2.5,1125,30,60,90,341,50,5,0,99,10,10,10,10,10,10,1,1,0,1.04,55.95644,-3.20317
3027,1,1,12,3,12,336,2,1125,2,6,1125,1125,2.2,1125,30,58,88,268,99,12,0,99,10,10,10,10,10,10,1,1,0,3.06,55.95067,-3.21158
279,1,1,12,5,9,330,2,1125,2,2,1125,1125,2,1125,29,57,83,342,156,5,1,98,10,10,10,10,10,9,1,1,0,1.78,55.97485,-3.16822
729,1,1,8,4,8,330,1,1125,1,1,1125,1125,1,1125,0,0,15,108,143,22,0,99,10,10,10,10,10,10,1,1,0,2.14,55.95545,-3.20278
5022,13,13,2,1,1,330,1,1125,1,2,1125,1125,1.1,1125,11,26,44,228,0,0,0,0,0,0,0,0,0,0,13,0,3,0,55.9524,-3.18727
1582,4,4,10,5,10,329,3,30,3,3,30,30,3,30,0,0,19,258,119,8,0,97,10,10,10,10,10,10,1,1,0,2.29,55.96316,-3.19047
4107,16,16,4,2,2,329,2,31,2,4,31,31,2.2,31,30,58,75,326,1,0,0,100,10,10,10,10,10,10,15,15,0,0.07,55.9526,-3.20973
4676,54,54,5,2,2,329,2,1125,2,2,1125,1125,2,1125,0,0,0,85,0,0,0,0,0,0,0,0,0,0,22,19,2,0,55.9477,-3.18903
4645,328,328,5,2,4,328,1,1125,1,2,1125,1125,1.2,1125,20,41,41,41,8,6,1,97,10,10,10,10,10,9,3,3,0,0.53,55.95052,-3.1883
5827,941,941,1,2,4,327,1,1125,1,2,1125,1125,1.2,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.94864,-3.19282
705,3,3,8,4,8,320,14,1125,14,14,1125,1125,14,1125,0,1,15,128,5,0,0,100,10,10,10,10,10,10,2,2,0,0.08,55.96678,-3.20313
710,2,2,11,4,2,320,2,1125,2,2,1125,1125,2,1125,0,0,0,49,52,1,0,94,10,9,10,10,10,9,1,1,0,0.78,55.95435,-3.20128
5266,12,12,6,3,4,320,2,1125,2,3,1125,1125,2,1125,27,50,77,315,20,11,1,100,10,10,10,10,10,10,10,10,0,1.36,55.95451,-3.20528
6142,0,0,2,1,1,317,1,1125,1,2,999,1125,1,1000.4,21,49,76,336,0,0,0,0,0,0,0,0,0,0,5,0,5,0,55.95086,-3.21525
114,16,16,5,2,4,315,3,365,3,3,365,365,3,365,30,60,90,365,6,0,0,96,10,10,10,10,10,10,15,15,0,0.06,55.95005,-3.18873
5647,1,1,14,4,15,315,1,21,1,1,21,21,1,21,0,0,0,108,13,13,0,95,9,9,10,10,10,10,1,1,0,1.07,55.95691,-3.18411
970,1,1,6,3,4,310,1,28,1,3,3,28,1.4,26.9,18,48,78,276,5,0,0,100,10,10,10,10,10,9,1,1,0,0.09,55.9759,-3.1692
3637,2,2,8,4,5,310,3,30,3,3,30,30,3,30,0,0,25,300,6,2,0,100,10,10,10,10,10,10,2,2,0,0.22,55.93943,-3.22628
5685,3,3,16,4,12,310,2,1125,2,2,1125,1125,2,1125,0,16,46,286,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94308,-3.20223
1587,1,1,16,4,14,308,2,14,2,3,14,14,2.3,14,0,0,0,0,36,7,0,96,10,9,10,10,10,10,1,1,0,0.72,55.93742,-3.17902
3064,7,7,4,2,2,308,1,1125,2,3,1125,1125,2,1125,0,0,0,113,2,0,0,90,9,9,10,10,10,9,7,7,0,0.07,55.9471,-3.18371
4231,3,3,8,4,4,305,2,30,1,2,28,999,1.3,327.1,0,0,0,40,3,0,0,60,6,7,7,7,7,7,3,2,0,0.2,55.94223,-3.19676
322,4,4,11,5,10,304,1,1125,1,2,1125,1125,1.3,1125,30,60,75,285,97,4,0,96,10,9,10,10,10,10,4,4,0,1.17,55.95624,-3.19187
2672,1,1,4,2,2,303,2,1125,2,2,1125,1125,2,1125,30,60,90,365,54,6,0,99,10,10,10,10,10,10,1,1,0,1.42,55.94435,-3.19694
270,1,1,6,3,4,300,3,30,3,3,30,30,3,30,0,0,0,265,13,0,0,97,10,10,10,10,9,8,1,1,0,0.15,55.9647,-3.18456
589,16,16,6,3,5,300,1,31,1,7,31,31,3.1,31,12,42,72,250,14,1,0,93,9,9,9,9,9,9,15,15,0,0.2,55.95041,-3.2129
720,4,4,4,1,2,300,2,30,2,2,30,30,2,30,29,59,77,77,62,0,0,95,10,10,9,10,10,9,2,2,0,0.94,55.94964,-3.1919
1194,2,2,16,3,16,300,2,1125,2,2,1125,1125,2,1125,1,1,1,1,97,1,0,98,10,10,10,10,10,10,2,2,0,1.67,55.94313,-3.2074
1200,11,11,2,1,0,300,2,1125,2,2,1125,1125,2,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,8,12,12,0,0.02,55.94752,-3.2098
1329,6,6,9,4,7,300,2,1125,2,2,1125,1125,2,1125,0,0,0,0,23,0,0,99,10,10,10,10,10,9,4,4,0,0.44,55.95804,-3.19254
1488,6,6,4,2,2,300,4,1125,4,4,1125,1125,4,1125,23,53,83,358,3,0,0,0,0,0,0,0,0,0,4,1,0,0.06,55.95092,-3.18935
1746,1,1,4,2,2,300,3,1125,3,3,1125,1125,3,1125,23,53,83,358,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.95046,-3.218
2094,2,2,8,4,5,300,3,30,3,3,30,30,3,30,0,0,27,297,10,0,0,100,10,10,10,10,10,10,2,2,0,0.23,55.93999,-3.22631
2354,35,35,4,2,3,300,3,150,3,7,150,150,4.4,150,10,10,10,10,38,0,0,99,10,10,10,10,10,10,10,10,0,0.96,55.94411,-3.20961
2547,2,2,6,3,3,300,2,3,2,2,3,3,2,3,0,0,0,0,6,1,0,100,10,10,10,10,10,10,2,1,1,0.15,55.95801,-3.18598
2555,9,9,5,3,3,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,13,0,0,97,10,10,10,10,10,9,8,2,6,0.33,55.93643,-3.20907
3023,1,1,7,3,5,300,3,100,2,3,1125,1125,2.7,1125,3,23,38,144,78,18,1,99,10,10,10,10,9,10,1,1,0,2.61,55.96843,-3.20655
3105,1,1,6,3,2,300,5,1125,5,5,1125,1125,5,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07,55.95741,-3.20044
3273,2,2,9,5,6,300,7,20,7,7,20,20,7,20,0,0,0,65,1,0,0,100,10,10,10,10,10,10,1,1,0,0.04,55.94878,-3.10139
3755,2,2,6,2,6,300,3,1125,3,3,1125,1125,3,1125,30,60,90,270,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.93875,-3.20194
3875,7,7,6,2,3,300,1,1125,1,1,1125,1125,1,1125,29,59,89,89,1,0,0,60,4,8,10,8,10,4,7,7,0,0.07,55.94808,-3.18632
4182,1,1,3,1,3,300,1,90,1,1,1125,1125,1,1125,0,0,0,0,165,54,0,87,10,8,10,10,9,9,1,0,1,7.11,55.94865,-3.17777
4517,1,1,2,1,1,300,2,7,2,2,7,7,2,7,0,0,0,0,9,5,0,100,10,10,10,10,10,10,1,1,0,0.62,55.95624,-3.17838
4547,4,4,5,2,3,300,2,28,2,2,28,28,2,28,27,57,87,306,9,1,0,96,10,10,9,10,10,10,2,2,0,0.47,55.94979,-3.18728
4897,1,1,5,2,3,300,1,1125,1,1,1125,1125,1,1125,28,58,88,178,11,0,0,92,9,8,10,9,10,9,1,1,0,0.73,55.95606,-3.19904
4908,1,1,1,1,1,300,1,1125,1,1,1125,1125,1,1125,30,60,90,180,50,17,0,98,10,10,10,10,10,10,1,0,1,3.13,55.95993,-3.19192
5049,1,1,6,2,4,300,60,1125,60,60,1125,1125,60,1125,0,0,0,75,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.95733,-3.15894
5054,1,1,6,2,4,300,60,1125,60,60,1125,1125,60,1125,0,0,0,81,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.95902,-3.15937
5222,1,1,6,2,4,300,60,1125,60,60,1125,1125,60,1125,0,0,0,81,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.96766,-3.18901
5255,1,1,6,2,3,300,60,1125,60,60,1125,1125,60,1125,0,0,0,89,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.95728,-3.15998
5713,1,1,4,3,3,300,2,1125,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.93159,-3.16028
5720,2,2,6,3,4,300,3,1125,3,3,1125,1125,3,1125,20,48,65,65,1,1,0,80,8,8,10,10,10,8,2,1,1,0.1,55.95494,-3.22113
6257,11,11,16,8,10,300,2,1125,2,2,1125,1125,2,1125,23,53,83,358,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.94303,-3.11048
1593,2,2,4,2,2,299,2,1125,2,2,1125,1125,2,1125,0,0,1,24,124,0,0,94,10,10,9,10,9,9,2,2,0,2.35,55.96364,-3.16341
5119,2,2,12,5,7,299,5,28,5,5,28,28,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.92495,-3.21176
1122,1,1,6,3,3,296,3,365,1,3,999,999,2.8,999,0,0,1,1,258,29,0,97,10,10,9,10,10,10,1,1,0,4.2,55.95685,-3.19578
102,1,1,6,3,5,295,3,90,3,3,90,90,3,90,1,1,1,1,17,0,0,96,10,10,10,10,10,10,2,2,0,0.19,55.93411,-3.17567
434,2,2,7,4,4,295,5,1125,5,5,1125,1125,5,1125,0,0,0,78,8,1,0,100,10,10,10,10,10,10,2,2,0,0.13,55.93744,-3.19261
1712,1,1,6,3,0,295,4,90,4,4,1125,1125,4,1125,30,60,90,180,21,3,0,100,10,10,10,10,10,10,1,1,0,0.41,55.95078,-3.21201
6280,8,8,6,3,3,295,3,28,3,3,28,28,3,28,27,57,81,356,0,0,0,0,0,0,0,0,0,0,9,1,8,0,55.92824,-3.16896
1664,3,3,16,3,15,293,2,1125,2,2,1125,1125,2,1125,28,58,88,334,47,9,0,95,10,10,10,10,10,10,2,2,0,1.04,55.94515,-3.20703
3304,6,6,5,2,3,292,1,1125,1,4,1125,1125,1.5,1125,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,1,0,0,55.95077,-3.1924
3323,6,6,5,2,3,292,1,1125,1,4,1125,1125,1.5,1125,0,0,0,7,17,4,0,96,10,9,10,10,10,9,4,1,0,0.61,55.9497,-3.19135
232,1,1,14,4,13,291,3,30,3,4,30,30,3.1,30,8,38,68,318,78,4,0,96,10,10,10,10,10,10,1,1,0,1.02,55.96307,-3.17922
3465,2,2,6,3,3,290,2,30,2,2,1125,1125,2,1125,0,0,0,1,24,5,0,94,10,9,10,10,10,10,2,2,0,0.83,55.95196,-3.20347
861,1,1,12,6,6,288,3,30,3,3,1125,1125,3,1125,26,56,82,278,71,11,0,98,10,10,10,10,10,10,1,1,0,1.35,55.93932,-3.18038
1308,16,16,4,2,2,287,1,31,1,4,31,31,2.1,31,0,0,0,0,3,0,0,100,10,10,10,10,10,10,15,15,0,0.06,55.95221,-3.2065
6537,2,2,9,4,8,286,1,1125,1,1,1125,1125,1,1125,28,35,35,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,55.95435,-3.16482
5155,4,4,6,2,3,285,1,1125,1,1,1125,1125,1,1125,29,59,89,89,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.967,-3.17459
2647,5,5,10,3,3,282,1,1125,2,2,999,999,2,999,23,50,76,318,27,1,0,98,10,10,10,10,10,10,5,5,0,0.69,55.9862,-3.19164
1245,2,2,8,5,9,281,2,45,2,2,1125,1125,2,1125,0,0,0,0,78,5,0,96,10,9,10,10,10,9,2,2,0,1.46,55.96003,-3.19507
424,1,1,4,2,3,280,2,1125,2,2,1125,1125,2,1125,30,60,90,365,5,0,0,100,10,10,10,10,9,9,1,1,0,0.07,55.92398,-3.2086
691,1,1,4,2,2,280,7,28,7,7,28,28,7,28,23,53,83,358,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.98625,-3.18969
982,1,1,8,4,4,280,3,1125,3,3,1125,1125,3,1125,0,0,0,0,28,0,0,100,10,10,10,10,10,10,1,1,0,0.44,55.92393,-3.21501
2563,16,16,6,3,3,280,2,31,2,7,31,31,2.5,31,0,0,0,0,3,2,0,93,10,10,9,8,9,9,15,15,0,0.11,55.93382,-3.17716
4599,1,1,6,3,3,280,5,1125,5,6,1125,1125,5.1,1125,14,19,39,39,9,2,0,100,10,10,10,10,10,10,1,1,0,0.61,55.9572,-3.20026
5772,1,1,10,3,5,280,7,1125,7,7,1125,1125,7,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.95824,-3.19145
303,69,69,6,3,5,279,2,30,2,7,30,30,2.9,30,24,48,74,349,17,1,0,96,10,9,10,10,10,9,54,54,0,0.26,55.95519,-3.19085
2946,2,2,2,1,1,278.57,2,1125,2,2,1125,1125,2,1125,1,1,1,1,8,1,0,100,10,10,10,10,10,10,2,2,0,0.29,55.95891,-3.21312
4894,7,7,2,1,1,277,1,1125,1,1,1125,1125,1,1125,26,54,76,348,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55.95329,-3.20567
5877,11,11,14,5,10,277,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10,0,0.1,55.94308,-3.18166
6516,6,6,7,3,3,277,2,1125,2,4,1125,1125,2.1,1125,7,37,67,289,0,0,0,0,0,0,0,0,0,0,8,8,0,0,55.94455,-3.19279
1192,1,1,4,1,2,275,2,30,2,2,30,30,2,30,0,0,0,0,195,0,0,96,10,9,10,10,10,9,1,1,0,3.4,55.95608,-3.16162
1412,2,2,6,3,4,275,1,7,1,1,7,7,1,7,29,59,89,179,4,0,0,80,8,9,9,9,8,8,1,1,0,0.08,55.93598,-3.18648
1691,1,1,3,1,2,275,3,1125,3,3,1125,1125,3,1125,30,60,90,90,37,1,0,92,10,9,10,10,9,9,1,1,0,0.72,55.96274,-3.19475
2902,1,1,6,3,3,275,3,1125,3,3,1125,1125,3,1125,0,0,0,0,12,1,0,100,10,10,10,10,10,10,1,1,0,0.35,55.92925,-3.33219
3050,6,6,6,2,3,275,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,4,4,0,0.03,55.95848,-3.18517
2272,16,16,4,2,2,274,2,31,2,7,31,31,2.5,31,1,1,1,1,3,0,0,100,10,10,10,10,10,7,15,15,0,0.07,55.9514,-3.21042
1147,1,1,8,4,5,272,3,30,3,4,1125,1125,3,1125,0,0,16,246,36,4,0,98,10,10,10,10,10,10,1,1,0,0.64,55.95493,-3.16435
4646,328,328,4,1,2,272,1,1125,1,2,1125,1125,1.2,1125,23,53,54,54,3,1,0,100,10,10,9,10,10,10,3,3,0,0.19,55.9493,-3.19153
4453,7,7,2,1,1,271,1,1125,1,1,1125,1125,1,1125,30,60,87,337,1,0,0,100,10,10,10,10,10,10,6,0,0,0.06,55.95205,-3.21874
3305,6,6,4,2,2,270,1,1125,1,4,1125,1125,1.5,1125,0,0,0,5,1,0,0,100,6,10,8,8,10,10,4,1,0,0.05,55.94933,-3.18783
3887,1,1,6,3,6,270,2,18,2,2,1125,1125,2,1125,0,0,0,50,43,10,0,88,10,9,9,8,10,9,1,1,0,1.61,55.95265,-3.20405
6129,1,1,5,2,2,270,2,29,2,2,29,29,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94827,-3.19429
6428,289,289,5,3,5,267,1,28,1,14,14,28,3.6,27.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,55.97654,-3.2245
5059,24,24,5,2,3,266,1,90,1,2,28,999,2,994.5,29,59,88,361,0,0,0,0,0,0,0,0,0,0,9,4,0,0,55.94554,-3.20204
4468,10,10,12,5,9,263,2,1125,2,2,1125,1125,2,1125,8,24,41,47,13,9,0,97,10,10,10,10,10,10,6,6,0,0.65,55.95692,-3.19002
2914,12,12,8,4,5,260,2,30,2,7,30,30,2.4,30,0,0,0,0,36,8,0,97,10,10,10,10,10,10,10,10,0,1.12,55.95335,-3.2001
6446,25,25,8,4,4,260,2,1125,2,2,1125,1125,2,1125,23,49,72,323,1,1,1,80,10,6,10,10,10,10,25,25,0,1,55.95008,-3.19744
163,13,13,8,3,7,257,2,1000,2,21,1125,1125,3.5,1125,0,0,0,113,60,3,0,89,9,9,9,10,10,8,2,2,0,0.63,55.9498,-3.18354
2519,0,0,10,4,6,257,2,1124,1,5,999,999,3.4,999,4,6,20,20,60,5,0,95,10,10,10,10,10,9,1,1,0,1.49,55.95961,-3.18074
2868,1,1,4,2,2,257,1,30,1,1,30,30,1,30,30,60,90,365,116,0,0,94,10,9,10,10,9,9,1,1,0,3.18,55.97162,-3.17225
177,4,4,8,3,7,256,1,1125,1,2,1125,1125,1.3,1125,30,60,75,306,141,2,0,95,10,9,10,10,10,9,4,4,0,1.52,55.9562,-3.19168
337,1,1,11,4,7,256,3,60,3,7,7,1125,3.2,1091.6,0,0,0,0,115,9,0,95,10,9,10,10,10,9,1,1,0,1.82,55.96057,-3.19215
37,6,6,5,1,5,255,1,14,1,4,14,14,3.2,14,30,60,87,359,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55.94071,-3.20534
42,6,6,5,1,5,255,1,1125,1,4,1125,1125,3.2,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55.9411,-3.2069
3223,10,10,10,3,5,253,3,1125,3,3,1125,1125,3,1125,0,20,50,321,12,0,0,87,9,8,10,10,9,8,9,1,8,0.43,55.97085,-3.17376
5799,0,0,6,3,3,253,2,31,2,2,1125,1125,2,1125,0,0,0,0,1,1,0,100,10,8,10,10,10,10,1,1,0,0.1,55.96639,-3.19278
267,1,1,16,6,14,251,5,35,5,5,35,35,5,35,29,59,89,364,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94125,-3.19907
4076,0,0,4,2,2,251,2,1125,2,2,1125,1125,2,1125,29,59,89,179,3,2,0,100,10,10,10,10,10,9,1,1,0,0.23,55.95867,-3.18115
5057,24,24,5,2,4,251,1,90,1,2,28,999,1.3,994.5,30,58,87,358,2,2,0,100,10,10,10,10,10,10,9,4,0,0.19,55.94576,-3.20115
10,1,1,10,5,0,250,2,28,2,2,1125,1125,2,1125,0,0,0,0,114,4,0,96,10,10,10,10,10,9,1,1,0,1.01,55.93927,-3.18031
521,1,1,10,5,5,250,1,1125,1,1,1125,1125,1,1125,30,60,90,360,119,0,0,92,9,10,10,10,10,9,2,2,0,1.6,55.94204,-3.1981
766,3,3,8,3,5,250,7,14,7,7,14,14,7,14,0,1,31,299,9,1,0,98,10,10,10,10,10,9,3,1,2,0.14,55.94137,-3.20155
787,1,1,6,3,3,250,3,31,3,3,31,31,3,31,28,58,88,346,131,9,0,98,10,10,10,10,10,10,1,1,0,1.99,55.95505,-3.19031
831,1,1,4,1,2,250,2,1125,2,2,1125,1125,2,1125,0,0,0,0,1,0,0,100,10,8,10,10,10,10,1,0,1,0.02,55.96043,-3.18377
947,6,6,10,4,4,250,2,1125,2,2,1125,1125,2,1125,0,0,0,31,15,0,0,92,9,9,10,10,9,9,1,1,0,0.24,55.96826,-3.17404
1156,1,1,4,1,2,250,5,1125,5,5,1125,1125,5,1125,28,58,88,363,1,0,0,60,8,4,8,10,8,8,1,1,0,0.02,55.95678,-3.1607
1214,1,1,4,2,2,250,2,14,2,2,14,14,2,14,0,0,0,0,27,14,0,99,10,10,10,10,10,10,1,1,0,0.49,55.95463,-3.19905
1552,1,1,6,3,3,250,2,14,2,2,14,14,2,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0.04,55.9667,-3.27794
1566,1,1,6,3,5,250,3,18,3,3,18,18,3,18,0,0,19,294,12,0,0,100,10,10,10,10,10,9,1,1,0,0.23,55.96274,-3.19297
1702,1,1,4,2,2,250,2,1125,2,2,1125,1125,2,1125,0,0,0,40,46,0,0,97,10,10,10,10,10,10,1,1,0,0.99,55.95819,-3.21312
2337,1,1,8,4,4,250,2,60,2,2,1125,1125,2,1125,0,0,20,230,62,11,0,98,10,10,10,10,10,10,1,1,0,1.69,55.9208,-3.23861
2436,1,1,6,3,4,250,2,31,2,2,1125,1125,2,1125,14,42,59,295,124,15,0,99,10,10,10,10,10,10,1,1,0,3.18,55.95277,-3.20673
2618,1,1,8,4,4,250,2,1125,2,2,1125,1125,2,1125,1,1,1,1,120,15,0,99,10,10,10,10,10,10,1,1,0,3.07,55.95765,-3.21142
2670,1,1,4,1,2,250,2,75,2,2,75,75,2,75,0,0,0,0,27,1,0,94,9,9,10,10,10,9,1,1,0,0.69,55.94362,-3.18023
3221,1,1,4,2,2,250,2,1125,2,2,1125,1125,2,1125,0,0,0,42,2,0,0,100,10,10,10,10,10,10,1,1,0,0.07,55.95839,-3.19645
3573,1,1,4,2,4,250,3,1125,3,3,1125,1125,3,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,8,1,1,0,0.07,55.97381,-3.19431
3636,1,1,4,2,2,250,2,1125,2,2,1125,1125,2,1125,29,59,89,179,105,6,0,98,10,9,10,10,10,10,1,1,0,3.9,55.95771,-3.21841
3987,2,2,8,4,8,250,2,30,2,2,1125,1125,2,1125,30,57,87,344,82,16,1,99,10,10,10,10,10,10,2,2,0,3.16,55.95245,-3.20932
4630,1,1,7,3,2,250,3,1125,3,3,1125,1125,3,1125,20,50,80,170,4,0,0,100,10,10,10,10,10,10,1,1,0,0.27,55.96154,-3.17247
5034,1,1,4,2,3,250,3,30,3,3,1125,1125,3,1125,30,60,86,359,5,3,0,92,10,10,9,8,10,8,1,1,0,0.34,55.95718,-3.19164
5642,2,2,6,3,5,250,7,28,7,7,1125,1125,7,1125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.92433,-3.23613
5687,0,0,6,3,3,250,2,1125,2,2,1125,1125,2,1125,30,56,86,266,1,1,0,100,10,10,10,10,10,10,1,1,0,0.09,55.93041,-3.23778
5790,1,1,6,3,3,250,5,10,5,5,10,10,5,10,22,52,82,172,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.96083,-3.17062
5958,1,1,4,2,2,250,2,1125,1,2,1125,1125,1.7,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.97892,-3.18085
6057,9,9,4,1,3,250,1,28,1,1,1,28,1,27,30,60,90,221,0,0,0,0,0,0,0,0,0,0,9,0,9,0,55.93201,-3.17081
6466,6,6,6,3,3,250,4,30,4,4,30,30,4,30,0,4,34,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94291,-3.11684
430,1,1,6,2,3,249,2,28,2,2,28,28,2,28,28,58,88,363,17,0,0,99,10,10,10,10,10,9,1,1,0,0.23,55.9686,-3.16213
1120,1,1,8,3,6,249,3,14,3,3,14,14,3,14,25,34,54,329,10,0,0,94,9,10,10,10,9,10,1,1,0,0.19,55.93408,-3.17472
2298,2,2,6,2,3,249,2,36,2,2,1125,1125,2,1125,0,0,0,0,79,0,0,96,10,10,10,10,10,10,2,2,0,1.9,55.96731,-3.1689
2525,2,2,6,4,4,249,3,12,3,3,12,12,3,12,28,58,88,268,1,0,0,100,10,10,10,10,10,8,1,1,0,0.05,55.92001,-3.21145
2606,1,1,4,3,2,248,4,30,4,4,30,30,4,30,29,59,89,89,1,0,0,100,10,10,0,10,0,0,1,1,0,0.03,55.94265,-3.19979
2995,69,69,6,3,3,247.71,2,1125,2,7,1125,1125,2.9,1125,21,40,49,324,8,1,0,98,10,10,10,10,10,10,54,54,0,0.26,55.95264,-3.21661
1382,3,3,11,4,7,247.14,2,1125,2,2,1125,1125,2,1125,1,1,1,1,33,1,0,92,10,9,10,10,9,9,3,3,0,0.63,55.93147,-3.23589
3261,3,3,10,5,8,246,1,30,1,1,1125,1125,1,1125,1,1,1,1,126,41,3,98,10,9,10,10,10,10,1,1,0,4.27,55.94687,-3.18068
402,1,1,8,4,4,244,5,1125,5,5,1125,1125,5,1125,1,1,1,1,19,0,0,91,10,10,10,10,10,10,1,1,0,0.25,55.95994,-3.20089
4411,10,10,8,3,8,244,2,1125,2,2,1125,1125,2,1125,14,24,43,55,5,0,0,96,10,9,10,10,10,10,6,6,0,0.26,55.95577,-3.19063
540,2,2,10,4,0,243,1,31,1,2,31,31,1.8,31,20,44,69,210,106,12,0,94,10,10,10,10,10,10,2,2,0,1.4,55.94938,-3.18974
4366,3,3,6,3,4,243,3,7,3,3,7,7,3,7,7,12,26,209,1,1,0,100,10,10,10,10,10,10,1,1,0,0.1,55.92778,-3.22839
5853,4,4,8,3,8,243,2,30,2,5,30,30,2,30,0,27,57,332,0,0,0,0,0,0,0,0,0,0,5,5,0,0,55.95265,-3.19912
5783,6,6,9,5,5,242,2,90,2,2,90,90,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.93856,-3.20305
2610,2,2,5,2,2,241,2,31,2,2,31,31,2,31,25,46,60,269,19,1,0,100,10,10,10,10,10,9,1,1,0,0.5,55.95603,-3.20293
4277,1,1,6,3,3,241,1,1125,2,2,1125,1125,2,1125,24,50,80,314,2,0,0,100,9,10,10,10,10,9,3,3,0,0.14,55.95662,-3.1968
4452,7,7,2,1,1,241,1,1125,1,1,1125,1125,1,1125,30,60,90,352,0,0,0,0,0,0,0,0,0,0,6,0,0,0,55.95204,-3.21647
630,69,69,7,3,3,240,2,30,2,7,30,30,2.9,30,14,44,74,344,4,2,0,100,10,10,10,10,10,9,54,54,0,0.28,55.94041,-3.27362
972,1,1,8,2,4,240,2,180,2,2,1125,1125,2,1125,9,9,9,9,8,8,0,100,10,10,10,10,10,10,2,2,0,2.14,55.94593,-3.17969
979,1,1,8,4,4,240,3,28,3,3,28,28,3,28,0,0,0,60,4,0,0,100,10,10,10,10,10,10,1,1,0,0.27,55.93671,-3.17713
1169,2,2,8,3,3,240,2,1124,2,2,1124,1124,2,1124,30,60,90,365,20,2,0,97,10,9,10,9,9,9,2,2,0,0.36,55.96323,-3.17802
1418,1,1,8,4,4,240,3,1125,3,3,1125,1125,3,1125,30,41,41,176,5,0,0,96,8,10,10,10,10,10,1,1,0,0.1,55.93749,-3.19394
2251,1,1,4,2,1,240,3,31,3,3,31,31,3,31,30,60,90,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.97416,-3.16874
2818,1,1,6,3,4,240,3,1124,3,3,1124,1124,3,1124,0,0,0,0,8,0,0,100,10,10,10,10,9,10,1,1,0,0.27,55.97188,-3.33167
